"북춘천","철원","대관령","춘천","백령도","북강릉","강릉","서울","인천","원주","울릉도","수원","서산","청주","대전","추풍령","안동","포항","대구","전주","창원","광주","부산","목포","여수","흑산도","고창","홍성","제주","고산","진주","고창군","영광군","김해시","순창군","북창원","양산시","보성군","강진군","의령군","함양군","광양시","청송군","경주시"
1,0.962366714092048,0.909825582944558,0.985656552711889,0.871680934662379,0.90065860620053,0.890926813199931,0.94308108402774,0.936899352767745,0.94447272168175,0.840858046009325,0.94256354172803,0.922022332876805,0.918236663749284,0.898490005283175,0.890060530660796,0.903590996483115,0.854661840552371,0.880497618621468,0.888314471346313,0.86079629818121,0.859423702421048,0.854478758991349,0.866337357386447,0.857003514121679,0.822825842453916,0.879083376031089,0.917044396328345,0.797673934084987,0.823267004540507,0.86052260433433,0.874779090375268,0.872161595475452,0.853448447639242,0.879136457131828,0.853482713197147,0.858169363452936,0.863974047869732,0.859685219320129,0.866783027924354,0.87559784157179,0.865172051287223,0.883100841947159,0.84864140479696
0.962366714092048,1,0.890696139988627,0.960057343175219,0.886263864330803,0.884161030421002,0.874763866272493,0.945527255984418,0.941293258465628,0.930825806364382,0.828910481639903,0.939508851757138,0.918922978106368,0.905048970188328,0.88265245156671,0.876204004529429,0.885217112035027,0.838960853496072,0.866138551786182,0.877356810499334,0.847790115781912,0.852501089600675,0.841908691516963,0.861476181794508,0.845810910166821,0.822140255958845,0.871026148666938,0.909107674884202,0.79445210553896,0.821438083750218,0.846941826503203,0.865849636013858,0.865352394809443,0.840876013349235,0.868606535373532,0.841086231163446,0.846035631124884,0.855755776323896,0.855438622837754,0.851310340967664,0.863688987261753,0.854171639483951,0.866794536013505,0.834443633154757
0.909825582944558,0.890696139988627,1,0.905515448153024,0.819283403790567,0.953088301559333,0.947341070791329,0.88496132605972,0.882525136651435,0.921151199580329,0.858557317957943,0.899435433459938,0.888105237220944,0.903430939025325,0.891050979952485,0.90545219001989,0.918386345729546,0.891356006064119,0.900773561036373,0.884532384451252,0.874406787808776,0.859686542372295,0.871403154951146,0.860612652905388,0.865705569565018,0.808481427461294,0.865649280059499,0.893061488086265,0.808165232221184,0.818549072446622,0.877410832718106,0.869023767546355,0.862065674272593,0.873049778897778,0.877524258241366,0.872608855947598,0.877104698515121,0.868255733965508,0.857597880491226,0.879015511825271,0.890070904529508,0.870397577977508,0.91696966023053,0.888560763964148
0.985656552711889,0.960057343175219,0.905515448153024,1,0.874210908476343,0.898639016571868,0.888138865097939,0.943508422277802,0.938434189140655,0.942971990643645,0.83914714056262,0.943068595016899,0.920695262284179,0.917908398878193,0.898173786099647,0.890275036090252,0.903754561896216,0.854820953021931,0.878749588313639,0.887202389936518,0.860169943550614,0.860332867398827,0.853622917100721,0.867356681932995,0.856728007692579,0.826615679029443,0.880956019930999,0.918305022278742,0.800472993274794,0.826090021393239,0.86009415962524,0.874188195710442,0.87295771877385,0.851682704689602,0.880939616093947,0.852271601334184,0.857021287214285,0.864633109707394,0.860694158902001,0.866294320131586,0.875104190783869,0.86478199981328,0.882339981805698,0.846321276855911
0.871680934662379,0.886263864330803,0.819283403790567,0.874210908476343,1,0.820746119288342,0.813768746105192,0.875486812710928,0.898813980278088,0.841837309782645,0.772704564728885,0.877388842744968,0.882590286587251,0.841078914333008,0.827092804920725,0.821154013780233,0.825018064049106,0.790608743263451,0.821372812184922,0.827562156527385,0.80875118849763,0.812784590952753,0.801025094755365,0.838916793339445,0.817327148140982,0.825401402727656,0.835276284992153,0.867334855860191,0.787829351248187,0.810675332733515,0.817874462506652,0.827847898593403,0.836837389153722,0.802506703926856,0.832970985362058,0.803219751947523,0.803682632551885,0.828389613414595,0.83019963816546,0.816004550262592,0.825798241095779,0.824297151568314,0.805962518936725,0.786086424339141
0.90065860620053,0.884161030421002,0.953088301559333,0.898639016571868,0.820746119288342,1,0.977052184452802,0.876560433028495,0.878768680225282,0.908658479531856,0.858164222023107,0.892616559123491,0.882693701103764,0.89687106019781,0.885413113976241,0.900802649289963,0.913418885794945,0.891884024778554,0.897399614576543,0.880491935178582,0.871520485814076,0.856745219143646,0.866993915336284,0.858313015490692,0.85974885834524,0.811498267749648,0.8625108430847,0.889218558891522,0.804119528358131,0.812992257366139,0.873036746051648,0.864612513577449,0.861242301468008,0.869220907022305,0.874547299103778,0.870072704404797,0.873436225633969,0.86707602811837,0.8560076409348,0.878187922990944,0.880953040897158,0.865366750206291,0.907306090208642,0.886589639651907
0.890926813199931,0.874763866272493,0.947341070791329,0.888138865097939,0.813768746105192,0.977052184452802,1,0.867627320778087,0.869775431861478,0.900689838909623,0.848236745560374,0.884629733026714,0.875229689720342,0.889427562577607,0.87895300161477,0.894227520496606,0.906546031894746,0.883858317321875,0.888819347724394,0.8730374243214,0.86383459904165,0.848789711567031,0.858023346887123,0.852066533228898,0.854646154419571,0.806483754759014,0.855800789998988,0.88224882462569,0.800353204325438,0.808599249838297,0.86673859102689,0.856986803567395,0.854148713708644,0.861290603382926,0.867068256991418,0.863608246705416,0.865447814784164,0.86130963528283,0.848391830529658,0.871227313752709,0.874619753458526,0.858868166034833,0.900920447093163,0.877792447223832
0.94308108402774,0.945527255984418,0.88496132605972,0.943508422277802,0.875486812710928,0.876560433028495,0.867627320778087,1,0.959453219467286,0.934545674426257,0.820592933839603,0.963842170309695,0.93419211444696,0.918925542061818,0.89855361646823,0.88090663791878,0.888718294373181,0.840800447809821,0.867965152350386,0.889405312049878,0.848296593581676,0.861303096278641,0.843440646387423,0.864242535102394,0.84907264182972,0.821710084420676,0.878337394457615,0.92604692050841,0.784879910516374,0.817868020758249,0.852370715836043,0.874556033261826,0.872677481124037,0.846126856278994,0.876382202031666,0.847805018517951,0.847220661913843,0.857382789891851,0.858096601157335,0.855020233054055,0.865728975207553,0.858174459118684,0.867781077173034,0.834465251599716
0.936899352767745,0.941293258465628,0.882525136651435,0.938434189140655,0.898813980278088,0.878768680225282,0.869775431861478,0.959453219467286,1,0.923600551016963,0.827015565347349,0.961417055553362,0.947237127619832,0.915476115197166,0.898516351317265,0.886371656078081,0.890977290272226,0.8488504866717,0.874106724382474,0.891161130720557,0.862157873346029,0.867383969786362,0.853838225477385,0.881785605983932,0.863520303832988,0.844909322910013,0.889100382106375,0.933830474127035,0.805164753695417,0.834784655009881,0.865589406580086,0.881424829933719,0.886370234789085,0.85392517977088,0.884033201359783,0.85426901679648,0.855463163461187,0.874036981966305,0.870921071686699,0.867256653381078,0.878577822011666,0.870185235827145,0.870756198687096,0.84374491090045
0.94447272168175,0.930825806364382,0.921151199580329,0.942971990643645,0.841837309782645,0.908658479531856,0.900689838909623,0.934545674426257,0.923600551016963,1,0.853273653791247,0.946715006795858,0.929486240104064,0.944410170331592,0.923292108961036,0.915090786611562,0.927298211606792,0.872914386731816,0.897911072662493,0.916651620365131,0.87451008695876,0.881024690860148,0.867562187307799,0.880382727410213,0.868991745487072,0.830411446496522,0.895419521923993,0.929793113802907,0.810297025424383,0.832173440357329,0.875811994347683,0.894472240468396,0.888693579754682,0.868877495120535,0.898942269716338,0.86961050004316,0.87262397019513,0.879347455769114,0.874972810731316,0.881662964752583,0.893500086349368,0.878524486330657,0.905334537711366,0.867475407846768
