"yU1","yU2","yU3","yU4","yU5","yU6","yU7","yU8","yU9","yU10","yU11","yU12","yU13","yU14","yU15","yU16","yU17","yU18","yU19","yU20","yU21","yU22","yU23","yU24","yU25","yU26","yU27","yU28","yU29","yU30","yU31","yU32","yU33","yU34","yU35","yU36","yU37","yU38","yU39","yU40","yU41","yU42","yU43","yU44"
1,0.936531892351231,0.7910049258531,0.971789275111083,0.687837348221919,0.770130634080735,0.736971292542263,0.901832850136046,0.881446449497764,0.895348289525123,0.636585300037113,0.89417693479262,0.82668153786655,0.822260293512886,0.744237524176477,0.707618392963787,0.762828726550685,0.617220412307207,0.66301977339661,0.725113446572787,0.61560162120978,0.633891673067055,0.560021546610533,0.640065973184907,0.5667334710817,0.581930518453644,0.682937638444427,0.816192901865783,0.496605781592447,0.543383278638489,0.593121239009933,0.670885481656472,0.669810245968961,0.569309346965363,0.680889532709752,0.563761115879517,0.60131378963526,0.59444111704885,0.620699378442562,0.593107825016308,0.644109212922052,0.620298068460556,0.694778961133552,0.563551876501158
0.936531892351231,1,0.720606782069517,0.931788560483561,0.73767356893547,0.701373366854192,0.666796725202525,0.906679449080505,0.878540296295031,0.858578670124925,0.593322571533564,0.871711972744126,0.812466324076537,0.765400624006228,0.688617907912069,0.642590110654381,0.686992178435733,0.561381497125103,0.604685237614484,0.687405504337068,0.57948292837501,0.604989119369977,0.514378489421782,0.626637736481773,0.522498068082037,0.577970672450118,0.65926821080633,0.778474057492712,0.491463629073045,0.543922615698998,0.551755073016441,0.64190745899212,0.65087016950727,0.521477827076511,0.64370919581167,0.5190666216543,0.556848551406989,0.558722919396188,0.601794493465677,0.542549570165703,0.602533889440015,0.580147598461076,0.620464028079542,0.512409041050368
0.7910049258531,0.720606782069517,1,0.776744167515872,0.517114900947129,0.902222926727566,0.878151811229184,0.718952660085546,0.710865032941829,0.790085169840055,0.678071371042896,0.746262210915177,0.712908260386254,0.749666912239778,0.701260735440218,0.752106098669386,0.798307603065195,0.734874229341707,0.727898657302282,0.694090884359487,0.650920716019374,0.612965630571083,0.625990288709512,0.598910925024537,0.601628276041302,0.510882587704972,0.612377191132625,0.737194086488175,0.524147466415189,0.506745779727675,0.648083081180207,0.633882588334832,0.61773427606672,0.632211184988117,0.671471990489342,0.642831256167146,0.665851073685628,0.598765363456579,0.604149991915545,0.644459929243637,0.686358310104635,0.611142769071987,0.799127105806941,0.695568227841707
0.971789275111083,0.931788560483561,0.776744167515872,1,0.705187826970742,0.767168965407025,0.733878174391045,0.904213614586643,0.886877722660202,0.893392191026053,0.628062782584047,0.897883816145526,0.830932193665585,0.819477775095073,0.747221144336465,0.718424368410203,0.762184786297845,0.625681675882175,0.670048544276814,0.737659722449526,0.625834827125609,0.649699725355111,0.565026234647951,0.656261333320777,0.578058868813309,0.604285799235469,0.702893555515007,0.823656610935859,0.516677290639583,0.56028460943688,0.605623962572541,0.67984828324031,0.68371287005913,0.571472612541799,0.699467936490704,0.564647259582113,0.603464170653315,0.612911937810316,0.640181209698144,0.60528895670064,0.655679039646373,0.633553648418938,0.69023297300695,0.559370320185572
0.687837348221919,0.73767356893547,0.517114900947129,0.705187826970742,1,0.535842369944275,0.517797677469594,0.691996597768594,0.752764260194009,0.621332265882312,0.50675679841435,0.696784584568749,0.720672979868109,0.600431040191922,0.545368882448209,0.525262504557804,0.544705487682733,0.440252380899462,0.507298401738887,0.569033238523272,0.490126869845982,0.521917490704956,0.415594882999713,0.590612332191246,0.475530993861504,0.594184377281702,0.586311511865751,0.665619349496057,0.506871137734353,0.54549351977687,0.497246701159738,0.577587455041458,0.60399378465501,0.440749416167192,0.564934345666347,0.437949924526134,0.449482825103146,0.515167903056722,0.549066364769988,0.488163496100216,0.529775239227509,0.532731638984125,0.476949432127497,0.408230406064541
0.770130634080735,0.701373366854192,0.902222926727566,0.767168965407025,0.535842369944275,1,0.932977005753906,0.694413033877635,0.700071517849886,0.774942709493771,0.675481667960623,0.728716645869432,0.703463597730776,0.740923086287074,0.699200098663436,0.752617255357603,0.794468759327245,0.749211008269666,0.72601030541737,0.690263759013749,0.651401324087588,0.613271596488959,0.620965602357761,0.610895046605317,0.587827789329598,0.523798996486823,0.617723094440722,0.735060786882863,0.536291512216001,0.512558574257074,0.651522432041164,0.637219969839224,0.629368676328373,0.641478820399025,0.666074256011599,0.64222810866074,0.660104830005114,0.608301783407524,0.60444546998801,0.654748958595616,0.669613750482852,0.616125631112268,0.781433646913595,0.700346836092988
0.736971292542263,0.666796725202525,0.878151811229184,0.733878174391045,0.517797677469594,0.932977005753906,1,0.66730913696483,0.671913043422528,0.743000035160127,0.647441036197652,0.700919841319398,0.681931884923355,0.718971040306088,0.675734891577195,0.727746487883781,0.764439678288763,0.719409363995411,0.698419923169837,0.671109911634635,0.62709836862887,0.600052245511786,0.597079148736667,0.595678851422123,0.5822116323466,0.517911403886631,0.595724500415339,0.715191670631574,0.527414371819053,0.504346421544183,0.641119506636109,0.615180827144871,0.608585392036489,0.620376651957609,0.646202999994818,0.626622619173497,0.645564924517427,0.594321569817648,0.590756408148838,0.64001706697464,0.651709116073222,0.604596298532562,0.75833277336694,0.670360388420488
0.901832850136046,0.906679449080505,0.718952660085546,0.904213614586643,0.691996597768594,0.694413033877635,0.66730913696483,1,0.915316892609835,0.883005322266696,0.57618858056964,0.935116074601561,0.846840263933277,0.815281263900697,0.73957363652915,0.67799197122488,0.709062707917545,0.578895391363299,0.620707561568671,0.723493853989745,0.577221463044098,0.630196875709417,0.513030653996149,0.620497172903922,0.532424455244393,0.560494225690233,0.679708143756663,0.829876718213511,0.451703081921279,0.511524196133127,0.566182563768895,0.662855978077316,0.664835095497572,0.534116394284992,0.664881881741551,0.536352190415701,0.56579187316713,0.567669870611746,0.596847016084141,0.557016584537682,0.618936538585868,0.590398606986043,0.644364384146649,0.520595456926189
0.881446449497764,0.878540296295031,0.710865032941829,0.886877722660202,0.752764260194009,0.700071517849886,0.671913043422528,0.915316892609835,1,0.851115765587901,0.596449831291143,0.924634964430256,0.885845246623062,0.815900615494631,0.742704479865003,0.704412056032287,0.727771318589774,0.607244154931378,0.654440884678562,0.740899841812931,0.627470044992418,0.651070513065213,0.547179835833451,0.678386182769062,0.589674942398735,0.628772633703694,0.716573376544972,0.852583367635781,0.519801901672333,0.567220569013006,0.619073363031962,0.69329201782947,0.709533358654569,0.569716782882261,0.692558873476375,0.575672318604682,0.595550628653504,0.62598398455241,0.643420731115406,0.616864563188159,0.669835795891092,0.641302973947237,0.664720248191727,0.557998362978606
0.895348289525123,0.858578670124925,0.790085169840055,0.893392191026053,0.621332265882312,0.774942709493771,0.743000035160127,0.883005322266696,0.851115765587901,1,0.660143345970694,0.9075371803464,0.851825338696301,0.888181928926509,0.810133511602491,0.772230417182546,0.831727667950096,0.673833949682818,0.722004800382138,0.802882998803006,0.642154876927652,0.691210140042491,0.582145572417827,0.683587244478431,0.585335007497294,0.605632193484759,0.746867233815482,0.857777190856162,0.525630289184083,0.548216889208467,0.631633736425377,0.745856744721385,0.736750289340623,0.605255735756481,0.746147439950483,0.604086481873861,0.63112567426492,0.644093075100951,0.665292656569153,0.636953610277297,0.71000657980002,0.66026980922646,0.748737937286615,0.607232816149504
