dataset,method,lags,nof_filters,epoch,mse(train),mse(test),calculation_time
data2,STGCN,4,16,150,0.08055683970451355,0.057305920869112015,1219.9038755893707
data2,STGCN,4,32,150,0.08037961274385452,0.057083774358034134,1226.863305091858
data2,STGCN,4,64,150,0.08310665935277939,0.058531180024147034,1269.6209909915924
data2,STGCN,8,16,150,0.09097609668970108,0.06398270279169083,1243.6771318912506
data2,STGCN,8,32,150,0.08584141731262207,0.06063045933842659,1264.2928183078766
data2,STGCN,8,64,150,0.0860167145729065,0.060376521199941635,1301.8652493953705
data2,STGCN,12,16,150,0.09484758228063583,0.0644310787320137,1269.6274852752686
data2,STGCN,12,32,150,0.09451945126056671,0.06407517194747925,1294.3622612953186
data2,STGCN,12,64,150,0.08586546033620834,0.05967787280678749,1339.3009622097015
data2,STGCN,4,16,150,0.08518604189157486,0.05981757119297981,1207.7202851772308
data2,STGCN,4,32,150,0.08519017696380615,0.059707190841436386,1236.685142993927
data2,STGCN,4,64,150,0.08783542364835739,0.06541486829519272,1265.9679107666016
data2,STGCN,8,16,150,0.08926045149564743,0.06123232841491699,1261.0679414272308
data2,STGCN,8,32,150,0.08713090419769287,0.06173790618777275,1277.7724356651306
data2,STGCN,8,64,150,0.0877762883901596,0.06114216148853302,1310.9843859672546
data2,STGCN,12,16,150,0.09165829420089722,0.0655469000339508,1280.5715799331665
data2,STGCN,12,32,150,0.0863286554813385,0.06125372275710106,1300.6530284881592
data2,STGCN,12,64,150,0.08681783080101013,0.0613798089325428,1348.2840764522552
data2,STGCN,4,16,150,0.08519928902387619,0.06026705726981163,1227.0128054618835
data2,STGCN,4,32,150,0.07993175834417343,0.05661759898066521,1240.823626756668
data2,STGCN,4,64,150,0.08399499952793121,0.05919777229428291,1263.4001002311707
data2,STGCN,8,16,150,0.0880613923072815,0.06109308451414108,1251.8480269908905
data2,STGCN,8,32,150,0.08997704088687897,0.061932194977998734,1265.3488774299622
data2,STGCN,8,64,150,0.08511141687631607,0.05985720828175545,1300.8953833580017
data2,STGCN,12,16,150,0.09101935476064682,0.06356260925531387,1273.2088825702667
data2,STGCN,12,32,150,0.09069089591503143,0.06240636110305786,1288.636432647705
data2,STGCN,12,64,150,0.0860874280333519,0.05935153365135193,1345.0096979141235
data2,STGCN,4,16,150,0.08110067248344421,0.05757301300764084,1207.0091178417206
data2,STGCN,4,32,150,0.08074600249528885,0.05684443563222885,1224.7343888282776
data2,STGCN,4,64,150,0.08217203617095947,0.05761367827653885,1264.420440196991
data2,STGCN,8,16,150,0.0880851149559021,0.06057796999812126,1251.179672241211
data2,STGCN,8,32,150,0.08845611661672592,0.06620959937572479,1357.8255529403687
data2,STGCN,8,64,150,0.08556139469146729,0.0600103884935379,1379.6420102119446
data2,STGCN,12,16,150,0.091049924492836,0.06200898438692093,1268.2086391448975
data2,STGCN,12,32,150,0.08939217776060104,0.06188644468784332,1290.42147564888
data2,STGCN,12,64,150,0.09130401909351349,0.06293652951717377,1395.5712366104126
data2,STGCN,4,16,150,0.08218763023614883,0.059452954679727554,1620.5939452648163
data2,STGCN,4,32,150,0.08176661282777786,0.05858727917075157,1645.29523229599
data2,STGCN,4,64,150,0.08334361761808395,0.058798301964998245,1697.5910201072693
data2,STGCN,8,16,150,0.08447860926389694,0.059641361236572266,1650.469286441803
data2,STGCN,8,32,150,0.0841265618801117,0.0584871806204319,1669.642881155014
data2,STGCN,8,64,150,0.08423395454883575,0.060320038348436356,1727.0695977210999
data2,STGCN,12,16,150,0.09011980891227722,0.06245307996869087,1522.0709383487701
data2,STGCN,12,32,150,0.08975248783826828,0.06622437387704849,1280.2273888587952
data2,STGCN,12,64,150,0.087163046002388,0.06094316020607948,1335.374906539917
data2,STGCN,4,16,150,0.08195274323225021,0.05877071991562843,1207.318844795227
data2,STGCN,4,32,150,0.08564949035644531,0.061050232499837875,1225.461194038391
data2,STGCN,4,64,150,0.08025074750185013,0.05637442320585251,1261.8598890304565
data2,STGCN,8,16,150,0.08987174183130264,0.061708949506282806,1257.234367132187
data2,STGCN,8,32,150,0.08592519909143448,0.06007032468914986,1265.9165930747986
data2,STGCN,8,64,150,0.08771612495183945,0.059444960206747055,1307.8522334098816
data2,STGCN,12,16,150,0.09746139496564865,0.06718354672193527,1278.9929003715515
data2,STGCN,12,32,150,0.0903622955083847,0.06127994880080223,1305.3829383850098
data2,STGCN,12,64,150,0.09470104426145554,0.06346429884433746,1343.2470922470093
data2,STGCN,4,16,150,0.08184921741485596,0.05911482870578766,1225.542495727539
data2,STGCN,4,32,150,0.08121519535779953,0.057781752198934555,1237.4073207378387
data2,STGCN,4,64,150,0.08212477713823318,0.05919038876891136,1269.9114570617676
data2,STGCN,8,16,150,0.08630979061126709,0.06015468388795853,1263.081636428833
data2,STGCN,8,32,150,0.08287979662418365,0.05893509462475777,1270.2979934215546
data2,STGCN,8,64,150,0.08413118124008179,0.0600447878241539,1306.6031091213226
data2,STGCN,12,16,150,0.09133890271186829,0.06116648018360138,1294.9469094276428
data2,STGCN,12,32,150,0.08539816737174988,0.060054462403059006,1302.2987399101257
data2,STGCN,12,64,150,0.08976512402296066,0.061307236552238464,1450.5939123630524
data2,STGCN,4,16,150,0.08663184195756912,0.06105948984622955,1631.7661950588226
data2,STGCN,4,32,150,0.08010970801115036,0.05608724430203438,1643.963603258133
data2,STGCN,4,64,150,0.08161845058202744,0.058084942400455475,1570.5582365989685
data2,STGCN,8,16,150,0.08784236013889313,0.06108853220939636,1254.7851259708405
data2,STGCN,8,32,150,0.08306092023849487,0.05891866981983185,1268.0076196193695
data2,STGCN,8,64,150,0.08693872392177582,0.06108471006155014,1324.421269416809
data2,STGCN,12,16,150,0.09210161864757538,0.062055326998233795,1279.7294778823853
data2,STGCN,12,32,150,0.08992278575897217,0.06187013164162636,1299.8392217159271
data2,STGCN,12,64,150,0.08416881412267685,0.058398354798555374,1620.0406115055084
data2,STGCN,4,16,150,0.08334001153707504,0.058861348778009415,1608.660339832306
data2,STGCN,4,32,150,0.08548296988010406,0.06013655662536621,1636.4566884040833
data2,STGCN,4,64,150,0.08313765376806259,0.05874062329530716,1698.1231501102448
data2,STGCN,8,16,150,0.08720836043357849,0.06113152951002121,1659.99045920372
data2,STGCN,8,32,150,0.08877351880073547,0.06191921979188919,1684.021234035492
data2,STGCN,8,64,150,0.08419457077980042,0.05902184918522835,1465.4602229595184
data2,STGCN,12,16,150,0.09362491965293884,0.06205660104751587,1277.5051188468933
data2,STGCN,12,32,150,0.08957938849925995,0.062280889600515366,1577.6774911880493
data2,STGCN,12,64,150,0.08657225221395493,0.059284038841724396,1710.826416015625
data2,STGCN,4,16,150,0.08540257066488266,0.060761887580156326,1192.3274903297424
data2,STGCN,4,32,150,0.08066114038228989,0.05722658708691597,1212.962594985962
data2,STGCN,4,64,150,0.08601052314043045,0.06065132096409798,1041.9359793663025
data2,STGCN,8,16,150,0.08905334770679474,0.062679223716259,922.3275520801544
data2,STGCN,8,32,150,0.08472127467393875,0.05964009463787079,937.84215259552
data2,STGCN,8,64,150,0.08704198896884918,0.06298591941595078,971.0256514549255
data2,STGCN,12,16,150,0.08646847307682037,0.05931532010436058,941.6726005077362
data2,STGCN,12,32,150,0.09395965188741684,0.062246013432741165,960.5274341106415
data2,STGCN,12,64,150,0.083903968334198,0.05999024957418442,1011.1963109970093
