dataset,method,lags,nof_filters,epoch,mse(train),mse(test),calculation_time
data2,STGCN,4,16,50,0.0858110710978508,0.0619429387152195,355.0806143283844
data2,STGCN,4,32,50,0.0875653401017189,0.06167448312044144,410.9379825592041
data2,STGCN,4,64,50,0.08429300785064697,0.05973637476563454,427.57792806625366
data2,STGCN,8,16,50,0.08482179045677185,0.06022646278142929,420.72715950012207
data2,STGCN,8,32,50,0.08923456072807312,0.06203002482652664,423.42514967918396
data2,STGCN,8,64,50,0.08588612824678421,0.05866708233952522,560.2231521606445
data2,STGCN,12,16,50,0.09436024725437164,0.06178770959377289,477.223904132843
data2,STGCN,12,32,50,0.09061392396688461,0.06128067895770073,429.7060875892639
data2,STGCN,12,64,50,0.08626630902290344,0.060114677995443344,449.29852175712585
data2,STGCN,4,16,50,0.08421185612678528,0.058648429811000824,406.5103952884674
data2,STGCN,4,32,50,0.08357971161603928,0.05825457721948624,411.211452960968
data2,STGCN,4,64,50,0.08376802504062653,0.05879988521337509,451.28848791122437
data2,STGCN,8,16,50,0.08688836544752121,0.05955169349908829,554.5314273834229
data2,STGCN,8,32,50,0.08771578222513199,0.06084735319018364,563.1693029403687
data2,STGCN,8,64,50,0.08660651743412018,0.06071099266409874,575.0046367645264
data2,STGCN,12,16,50,0.08729200065135956,0.060357317328453064,422.41489267349243
data2,STGCN,12,32,50,0.08639945834875107,0.06349336355924606,429.4817445278168
data2,STGCN,12,64,50,0.08967503905296326,0.061559129506349564,440.8819172382355
data2,STGCN,4,16,50,0.0827890932559967,0.057961296290159225,402.34055066108704
data2,STGCN,4,32,50,0.08060898631811142,0.05684376880526543,407.1057131290436
data2,STGCN,4,64,50,0.09017763286828995,0.06539682298898697,418.1797208786011
data2,STGCN,8,16,50,0.09281659126281738,0.06597389280796051,411.9569432735443
data2,STGCN,8,32,50,0.09123612940311432,0.06393574178218842,416.4308702945709
data2,STGCN,8,64,50,0.08677473664283752,0.05948186665773392,427.80509209632874
data2,STGCN,12,16,50,0.08853090554475784,0.061898618936538696,422.0607395172119
data2,STGCN,12,32,50,0.09250403940677643,0.06041804701089859,428.94987440109253
data2,STGCN,12,64,50,0.09793008863925934,0.06263598799705505,441.84715390205383
data2,STGCN,4,16,50,0.0821247398853302,0.05784645304083824,408.36771059036255
data2,STGCN,4,32,50,0.08861289918422699,0.06288401037454605,410.6716151237488
data2,STGCN,4,64,50,0.08294154703617096,0.05748346447944641,419.1579325199127
data2,STGCN,8,16,50,0.08977961540222168,0.06535444408655167,419.50169467926025
data2,STGCN,8,32,50,0.08690442144870758,0.05979074165225029,422.7856056690216
data2,STGCN,8,64,50,0.09204959869384766,0.06737963855266571,434.71428632736206
data2,STGCN,12,16,50,0.09237108379602432,0.06324999779462814,427.3632080554962
data2,STGCN,12,32,50,0.09857600182294846,0.06432667374610901,431.5029468536377
data2,STGCN,12,64,50,0.0903501957654953,0.06380010396242142,445.16676688194275
data2,STGCN,4,16,50,0.08478692919015884,0.059130724519491196,407.54079508781433
data2,STGCN,4,32,50,0.08437218517065048,0.06034751981496811,409.1686546802521
