dataset,method,lags,nof_filters,epoch,mse(train),mse(test),calculation_time
arbitrary weights,original Loss,1,16,30,0.1495797038078308,0.12134779244661331,140.78170132637024
arbitrary weights,original Loss,1,16,30,0.14937709271907806,0.12106897681951523,140.61644554138184
arbitrary weights,original Loss,1,16,30,0.14915315806865692,0.12113893032073975,140.79432082176208
arbitrary weights,original Loss,1,16,30,0.14910373091697693,0.12101923674345016,140.64816308021545
arbitrary weights,original Loss,1,16,30,0.14912833273410797,0.12090279906988144,140.91187024116516
arbitrary weights,original Loss,1,16,30,0.1493619680404663,0.12107831239700317,140.3212113380432
arbitrary weights,original Loss,1,16,30,0.14910811185836792,0.12086314707994461,140.59543800354004
arbitrary weights,original Loss,1,16,30,0.1497747004032135,0.12227727472782135,140.59322547912598
arbitrary weights,original Loss,1,16,30,0.14937148988246918,0.12111969292163849,141.50176239013672
arbitrary weights,original Loss,1,16,30,0.14897620677947998,0.12069876492023468,140.57787585258484
