dataset,method,lags,nof_filters,epoch,mse(train),mse(test),calculation_time
no weights,STGCN,4,16,50,0.08277281373739243,0.058777712285518646,295.14832520484924
no weights,STGCN,4,32,50,0.08620154857635498,0.061600591987371445,299.1324770450592
no weights,STGCN,4,64,50,0.08290496468544006,0.05843718722462654,308.8958525657654
no weights,STGCN,8,16,50,0.09171149134635925,0.0650763064622879,305.68995666503906
no weights,STGCN,8,32,50,0.08856275677680969,0.06028655916452408,310.8762683868408
no weights,STGCN,8,64,50,0.08808007836341858,0.059864141047000885,319.0186369419098
no weights,STGCN,12,16,50,0.10603506863117218,0.06579165160655975,313.37109875679016
no weights,STGCN,12,32,50,0.09774136543273926,0.06539540737867355,315.0353422164917
no weights,STGCN,12,64,50,0.09357111155986786,0.06212761253118515,326.2758936882019
no weights,STGCN,4,16,50,0.08756597340106964,0.06872791796922684,296.41434597969055
no weights,STGCN,4,32,50,0.08457112312316895,0.05949707701802254,299.7026336193085
no weights,STGCN,4,64,50,0.08956065773963928,0.06325176358222961,308.16551423072815
no weights,STGCN,8,16,50,0.08929496258497238,0.06187346577644348,306.0349955558777
no weights,STGCN,8,32,50,0.08861730992794037,0.06098128855228424,308.73509764671326
no weights,STGCN,8,64,50,0.08844659477472305,0.0619238056242466,319.33419609069824
no weights,STGCN,12,16,50,0.10446170717477798,0.06653495132923126,312.1747188568115
no weights,STGCN,12,32,50,0.09023220092058182,0.062478672713041306,315.930296421051
no weights,STGCN,12,64,50,0.08896104246377945,0.05995245277881622,324.39491415023804
no weights,STGCN,4,16,50,0.09335949271917343,0.06716126948595047,296.2303397655487
no weights,STGCN,4,32,50,0.08437111973762512,0.059604715555906296,299.8692817687988
no weights,STGCN,4,64,50,0.08826989680528641,0.06121538579463959,308.7042739391327
no weights,STGCN,8,16,50,0.09138867259025574,0.0643957257270813,305.0860230922699
no weights,STGCN,8,32,50,0.09050609916448593,0.06324584037065506,307.7783341407776
no weights,STGCN,8,64,50,0.0932205393910408,0.06408673524856567,318.2736954689026
no weights,STGCN,12,16,50,0.09741587191820145,0.06258317828178406,314.27562618255615
no weights,STGCN,12,32,50,0.09731584042310715,0.06537716090679169,315.28353929519653
no weights,STGCN,12,64,50,0.10564132034778595,0.06932821869850159,324.6719264984131
no weights,STGCN,4,16,50,0.08527594059705734,0.060295455157756805,297.7633740901947
no weights,STGCN,4,32,50,0.0899878591299057,0.06397101283073425,300.1000370979309
no weights,STGCN,4,64,50,0.08322353661060333,0.05833330750465393,311.1612243652344
no weights,STGCN,8,16,50,0.0876513421535492,0.06274773180484772,305.78224182128906
no weights,STGCN,8,32,50,0.0895312950015068,0.06145617365837097,309.9735119342804
no weights,STGCN,8,64,50,0.08982228487730026,0.06237618252635002,320.1169807910919
no weights,STGCN,12,16,50,0.09525498747825623,0.06655529141426086,313.5517363548279
no weights,STGCN,12,32,50,0.09278394281864166,0.06193188205361366,323.2482991218567
no weights,STGCN,12,64,50,0.09803874790668488,0.06477552652359009,335.40936279296875
no weights,STGCN,4,16,50,0.08590876311063766,0.061180226504802704,304.22797298431396
no weights,STGCN,4,32,50,0.08625126630067825,0.06039929762482643,300.6374001502991
no weights,STGCN,4,64,50,0.08243148028850555,0.05854341760277748,306.63139128685
no weights,STGCN,8,16,50,0.0941074788570404,0.06459856778383255,305.47169375419617
no weights,STGCN,8,32,50,0.09990999102592468,0.07613101601600647,307.8051242828369
no weights,STGCN,8,64,50,0.09297695755958557,0.06529460102319717,319.6755967140198
no weights,STGCN,12,16,50,0.09148912876844406,0.061916008591651917,312.985276222229
no weights,STGCN,12,32,50,0.10451578348875046,0.06619241833686829,316.1930775642395
no weights,STGCN,12,64,50,0.09360796213150024,0.06441380828619003,327.35745000839233
no weights,STGCN,4,16,50,0.08363335579633713,0.05962727591395378,296.95707154273987
no weights,STGCN,4,32,50,0.08499694615602493,0.060564182698726654,307.2412066459656
no weights,STGCN,4,64,50,0.08339536190032959,0.06034344062209129,313.0819036960602
no weights,STGCN,8,16,50,0.09386812150478363,0.06813039630651474,306.5411410331726
no weights,STGCN,8,32,50,0.08884894102811813,0.06255554407835007,316.7058629989624
no weights,STGCN,8,64,50,0.08832528442144394,0.06153981015086174,336.1470503807068
no weights,STGCN,12,16,50,0.10033366829156876,0.06721082329750061,316.9076488018036
no weights,STGCN,12,32,50,0.10555583983659744,0.06746920198202133,364.97982716560364
no weights,STGCN,12,64,50,0.09657607972621918,0.0672663003206253,355.660795211792
no weights,STGCN,4,16,50,0.08571958541870117,0.060609281063079834,300.340208530426
no weights,STGCN,4,32,50,0.08478768914937973,0.05963140353560448,321.3725788593292
no weights,STGCN,4,64,50,0.0827794298529625,0.058919694274663925,336.0234434604645
no weights,STGCN,8,16,50,0.09558224678039551,0.06503889709711075,364.5395302772522
no weights,STGCN,8,32,50,0.09935006499290466,0.06986044347286224,327.5459101200104
no weights,STGCN,8,64,50,0.09211859852075577,0.0644659698009491,317.87192463874817
no weights,STGCN,12,16,50,0.09773585945367813,0.06822796165943146,312.682008266449
no weights,STGCN,12,32,50,0.09456857293844223,0.06728050857782364,317.2501413822174
no weights,STGCN,12,64,50,0.09106402844190598,0.06290166825056076,327.90898418426514
no weights,STGCN,4,16,50,0.08674339205026627,0.0604630671441555,296.6665313243866
no weights,STGCN,4,32,50,0.08495410531759262,0.06060067564249039,298.57351899147034
no weights,STGCN,4,64,50,0.0865418091416359,0.0636294037103653,308.1034507751465
no weights,STGCN,8,16,50,0.09262002259492874,0.06303556263446808,306.5096938610077
no weights,STGCN,8,32,50,0.09320934116840363,0.0626426637172699,308.4719784259796
no weights,STGCN,8,64,50,0.08995114266872406,0.06276798248291016,319.4969005584717
no weights,STGCN,12,16,50,0.10142054408788681,0.06400163471698761,313.43362069129944
no weights,STGCN,12,32,50,0.09480369091033936,0.06396590173244476,316.93063735961914
no weights,STGCN,12,64,50,0.09338652342557907,0.06260022521018982,325.9622914791107
no weights,STGCN,4,16,50,0.08814582973718643,0.06652361899614334,297.3405542373657
no weights,STGCN,4,32,50,0.08363618701696396,0.0592162199318409,298.57409262657166
no weights,STGCN,4,64,50,0.08423040807247162,0.05928264558315277,308.7568573951721
no weights,STGCN,8,16,50,0.09237930923700333,0.06563812494277954,307.2632622718811
no weights,STGCN,8,32,50,0.09182906150817871,0.061607539653778076,318.1072359085083
no weights,STGCN,8,64,50,0.08840548247098923,0.06033406779170036,325.49806928634644
no weights,STGCN,12,16,50,0.09320301562547684,0.06285282224416733,316.8966164588928
no weights,STGCN,12,32,50,0.09765516966581345,0.06610323488712311,315.7821533679962
no weights,STGCN,12,64,50,0.09421569854021072,0.062490615993738174,324.17702865600586
no weights,STGCN,4,16,50,0.08901867270469666,0.062357235699892044,296.27774357795715
no weights,STGCN,4,32,50,0.08303160220384598,0.05919938161969185,300.6346044540405
no weights,STGCN,4,64,50,0.08513564616441727,0.06006840243935585,308.4666659832001
no weights,STGCN,8,16,50,0.09186270087957382,0.06457428634166718,305.54366755485535
no weights,STGCN,8,32,50,0.09251723438501358,0.06339914351701736,308.88838481903076
no weights,STGCN,8,64,50,0.09186320006847382,0.06314008682966232,327.4658353328705
no weights,STGCN,12,16,50,0.09927003085613251,0.06448855251073837,321.13010120391846
no weights,STGCN,12,32,50,0.10029149800539017,0.06731351464986801,323.7378509044647
no weights,STGCN,12,64,50,0.11790984869003296,0.07323857396841049,333.6198425292969
