dataset,method,lags,nof_filters,epoch,mse(train),mse(test),calculation_time
identity matrix weights,original Loss,1,2,30,0.15220652520656586,0.12375053763389587,131.42295479774475
identity matrix weights,original Loss,1,2,30,0.15220887959003448,0.12375206500291824,131.08613920211792
identity matrix weights,original Loss,1,2,30,0.15220573544502258,0.12375002354383469,131.50651741027832
identity matrix weights,original Loss,1,2,30,0.15013886988162994,0.12200366705656052,131.47443056106567
identity matrix weights,original Loss,1,2,30,0.9914860129356384,0.8456720113754272,131.43597555160522
identity matrix weights,original Loss,1,2,30,0.1522069275379181,0.12375079840421677,131.47650408744812
identity matrix weights,original Loss,1,2,30,0.15220743417739868,0.12375114113092422,131.79992651939392
identity matrix weights,original Loss,1,2,30,0.15220680832862854,0.1237507164478302,131.4205288887024
identity matrix weights,original Loss,1,2,30,0.1522054374217987,0.12374982982873917,131.30104064941406
identity matrix weights,original Loss,1,2,30,0.15012823045253754,0.12205278873443604,131.5880970954895
identity matrix weights,original Loss,1,2,30,0.15012626349925995,0.12205547094345093,131.54761385917664
identity matrix weights,original Loss,1,2,30,0.9914860129356384,0.8456720113754272,131.43286633491516
identity matrix weights,original Loss,1,2,30,0.15220864117145538,0.12375190854072571,131.70723295211792
identity matrix weights,original Loss,1,2,30,0.15041251480579376,0.12217048555612564,131.51778388023376
identity matrix weights,original Loss,1,2,30,0.9914860129356384,0.8456720113754272,131.7256782054901
identity matrix weights,original Loss,1,2,30,0.9914860129356384,0.8456720113754272,131.60427260398865
identity matrix weights,original Loss,1,2,30,0.1522080898284912,0.12375154346227646,131.5824851989746
identity matrix weights,original Loss,1,2,30,0.1522068977355957,0.12375074625015259,131.45682430267334
identity matrix weights,original Loss,1,2,30,0.1503288596868515,0.12210750579833984,131.55725741386414
identity matrix weights,original Loss,1,2,30,0.15220750868320465,0.12375116348266602,131.5172142982483
identity matrix weights,original Loss,1,2,30,0.9914860129356384,0.8456720113754272,131.57000136375427
identity matrix weights,original Loss,1,2,30,0.15220746397972107,0.12375114113092422,131.5221540927887
identity matrix weights,original Loss,1,2,30,0.1501356065273285,0.12201637029647827,131.5910942554474
identity matrix weights,original Loss,1,2,30,0.1522068977355957,0.12375076860189438,131.29332399368286
identity matrix weights,original Loss,1,2,30,0.15220916271209717,0.12375224381685257,131.51817154884338
identity matrix weights,original Loss,1,2,30,0.1522068828344345,0.12375076115131378,131.38720440864563
identity matrix weights,original Loss,1,2,30,0.15220746397972107,0.12375115603208542,131.41796159744263
identity matrix weights,original Loss,1,2,30,0.15220627188682556,0.12375036627054214,131.5535445213318
identity matrix weights,original Loss,1,2,30,0.9914860129356384,0.8456720113754272,131.4537181854248
identity matrix weights,original Loss,1,2,30,0.15044310688972473,0.12219826132059097,131.35621333122253
