dataset,method,lags,nof_filters,epoch,mse(train),mse(test),calculation_time
identity matrix weights,original Loss,1,16,30,0.15231063961982727,0.12293962389230728,140.772718667984
identity matrix weights,original Loss,1,16,30,0.15248602628707886,0.12278394401073456,141.42099523544312
identity matrix weights,original Loss,1,16,30,0.15242384374141693,0.12279247492551804,141.6557321548462
identity matrix weights,original Loss,1,16,30,0.15247009694576263,0.12278619408607483,141.654554605484
identity matrix weights,original Loss,1,16,30,0.15247488021850586,0.12298116832971573,141.84989643096924
identity matrix weights,original Loss,1,16,30,0.15231625735759735,0.12281054258346558,140.88454270362854
identity matrix weights,original Loss,1,16,30,0.15252186357975006,0.12292685359716415,141.67312693595886
identity matrix weights,original Loss,1,16,30,0.15246883034706116,0.1227571964263916,141.68649625778198
identity matrix weights,original Loss,1,16,30,0.15233631432056427,0.1228831484913826,140.92446541786194
identity matrix weights,original Loss,1,16,30,0.15230970084667206,0.12288668751716614,140.83265137672424
