dataset,method,lags,nof_filters,epoch,mse(train),mse(test),calculation_time
arbitrary weights,original Loss,1,2,30,0.9914860129356384,0.8456720113754272,132.02006459236145
arbitrary weights,original Loss,1,2,30,0.1477736532688141,0.11943090707063675,131.99538588523865
arbitrary weights,original Loss,1,2,30,0.14777426421642303,0.11943154782056808,131.9790484905243
arbitrary weights,original Loss,1,2,30,0.1472073793411255,0.11951812356710434,132.04700636863708
arbitrary weights,original Loss,1,2,30,0.14935477077960968,0.12108029425144196,131.8478546142578
