dataset,method,lags,nof_filters,epoch,mse(train),mse(test),calculation_time
identity matrix weights,original Loss,1,16,10,0.15450778603553772,0.12475080788135529,46.60945177078247
identity matrix weights,original Loss,1,16,10,0.15410299599170685,0.12439633905887604,46.41184163093567
identity matrix weights,original Loss,1,16,10,0.1539050042629242,0.12422195076942444,46.49653363227844
identity matrix weights,original Loss,1,16,10,0.15317325294017792,0.1237097755074501,46.52321696281433
identity matrix weights,original Loss,1,16,10,0.1530883014202118,0.12375728040933609,46.71938705444336
