dataset,method,normal,lags,nof_filters,epoch,mse(train),mse(test),calculation_time
data2,EPT-STGCN,,4,16,50,0.1921524703502655,0.1734026074409485,430.8050534725189
data2,EPT-STGCN,,4,32,50,0.18483392894268036,0.16662850975990295,553.9950571060181
data2,EPT-STGCN,,4,64,50,0.18618306517601013,0.16990740597248077,568.3425312042236
data2,EPT-STGCN,,8,16,50,0.2001267671585083,0.17165762186050415,484.03718161582947
data2,EPT-STGCN,,8,32,50,0.20302462577819824,0.17326997220516205,416.3757371902466
data2,EPT-STGCN,,8,64,50,0.1927272230386734,0.1634313464164734,431.44276785850525
data2,EPT-STGCN,,12,16,50,0.19486495852470398,0.17253848910331726,421.3948860168457
data2,EPT-STGCN,,12,32,50,0.19180671870708466,0.16673748195171356,426.7602996826172
data2,EPT-STGCN,,12,64,50,0.19947166740894318,0.16959814727306366,440.12703347206116
data2,EPT-STGCN,,24,16,50,0.2659803032875061,0.21282200515270233,397.57132267951965
data2,EPT-STGCN,,24,32,50,0.2773205041885376,0.21872752904891968,402.6002278327942
data2,EPT-STGCN,,24,64,50,0.2594301104545593,0.209199920296669,416.2439305782318
data2,EPT-STGCN,,4,16,50,0.1933848112821579,0.1800062656402588,402.3938572406769
data2,EPT-STGCN,,4,32,50,0.19444042444229126,0.1747904270887375,408.2641258239746
data2,EPT-STGCN,,4,64,50,0.19878502190113068,0.18030379712581635,421.4138114452362
data2,EPT-STGCN,,8,16,50,0.1926567256450653,0.16831950843334198,416.339560508728
data2,EPT-STGCN,,8,32,50,0.19275479018688202,0.16455812752246857,419.41091322898865
data2,EPT-STGCN,,8,64,50,0.1969451606273651,0.16862881183624268,432.5278594493866
data2,EPT-STGCN,,12,16,50,0.19663947820663452,0.17070969939231873,422.5813250541687
data2,EPT-STGCN,,12,32,50,0.19918958842754364,0.17012366652488708,428.6241924762726
data2,EPT-STGCN,,12,64,50,0.1922883242368698,0.17313238978385925,442.7892920970917
data2,EPT-STGCN,,24,16,50,0.24054592847824097,0.20088355243206024,397.3946783542633
data2,EPT-STGCN,,24,32,50,0.21387134492397308,0.1817123144865036,400.36077094078064
data2,EPT-STGCN,,24,64,50,0.2383037507534027,0.19896435737609863,413.5094196796417
data2,EPT-STGCN,,4,16,50,0.17714521288871765,0.15698423981666565,398.3783676624298
data2,EPT-STGCN,,4,32,50,0.1845581829547882,0.16837626695632935,404.8021960258484
data2,EPT-STGCN,,4,64,50,0.18679146468639374,0.16997000575065613,419.40492939949036
data2,EPT-STGCN,,8,16,50,0.19693246483802795,0.1726270169019699,413.282110452652
data2,EPT-STGCN,,8,32,50,0.19514015316963196,0.1709149032831192,415.7709560394287
data2,EPT-STGCN,,8,64,50,0.1947339028120041,0.16901327669620514,427.2204558849335
data2,EPT-STGCN,,12,16,50,0.20009148120880127,0.17672458291053772,420.21319031715393
data2,EPT-STGCN,,12,32,50,0.19552601873874664,0.17092552781105042,424.77619194984436
data2,EPT-STGCN,,12,64,50,0.2465866655111313,0.19753716886043549,438.45986318588257
data2,EPT-STGCN,,24,16,50,0.2593802511692047,0.20159569382667542,393.4355707168579
data2,EPT-STGCN,,24,32,50,0.26235100626945496,0.21733221411705017,400.7423288822174
data2,EPT-STGCN,,24,64,50,0.23699161410331726,0.19704048335552216,414.4904294013977
data2,EPT-STGCN,,4,16,50,0.19031745195388794,0.1740046739578247,397.1567437648773
data2,EPT-STGCN,,4,32,50,0.17973913252353668,0.1588989943265915,404.24362778663635
data2,EPT-STGCN,,4,64,50,0.2007635086774826,0.1855618804693222,417.8777072429657
data2,EPT-STGCN,,8,16,50,0.19364522397518158,0.16390003263950348,411.041015625
data2,EPT-STGCN,,8,32,50,0.19670602679252625,0.16657112538814545,416.4785387516022
data2,EPT-STGCN,,8,64,50,0.20016172528266907,0.170235738158226,428.0783748626709
data2,EPT-STGCN,,12,16,50,0.1992223858833313,0.17311516404151917,421.7523829936981
data2,EPT-STGCN,,12,32,50,0.21166330575942993,0.17632359266281128,426.1444215774536
data2,EPT-STGCN,,12,64,50,0.1972493678331375,0.1646258383989334,438.1007008552551
data2,EPT-STGCN,,24,16,50,0.3107071816921234,0.23677726089954376,394.3895273208618
data2,EPT-STGCN,,24,32,50,0.2234104722738266,0.19449444115161896,397.75223326683044
data2,EPT-STGCN,,24,64,50,0.34157052636146545,0.26602980494499207,412.6335172653198
data2,EPT-STGCN,,4,16,50,0.18473084270954132,0.16752877831459045,399.1811726093292
data2,EPT-STGCN,,4,32,50,0.18459521234035492,0.16780327260494232,404.5189015865326
data2,EPT-STGCN,,4,64,50,0.20206516981124878,0.18153072893619537,417.86753368377686
data2,EPT-STGCN,,8,16,50,0.19892628490924835,0.1733304113149643,411.78477692604065
data2,EPT-STGCN,,8,32,50,0.19303537905216217,0.164064422249794,415.1649765968323
data2,EPT-STGCN,,8,64,50,0.19996874034404755,0.17182521522045135,427.24843525886536
data2,EPT-STGCN,,12,16,50,0.19643710553646088,0.16843490302562714,419.98391914367676
data2,EPT-STGCN,,12,32,50,0.2035069316625595,0.16956239938735962,425.64705419540405
data2,EPT-STGCN,,12,64,50,0.19878560304641724,0.1713927686214447,440.27038407325745
data2,EPT-STGCN,,24,16,50,0.24612589180469513,0.2007284164428711,393.820996761322
data2,EPT-STGCN,,24,32,50,0.23411734402179718,0.19532550871372223,399.0653429031372
data2,EPT-STGCN,,24,64,50,0.2594872713088989,0.2111416757106781,413.25406551361084
data2,EPT-STGCN,,4,16,50,0.18361103534698486,0.16277581453323364,399.8641314506531
data2,EPT-STGCN,,4,32,50,0.18663367629051208,0.16625697910785675,405.11237692832947
data2,EPT-STGCN,,4,64,50,0.1839996874332428,0.16332460939884186,417.2897596359253
data2,EPT-STGCN,,8,16,50,0.19776064157485962,0.1713716685771942,413.0527367591858
data2,EPT-STGCN,,8,32,50,0.19820186495780945,0.16793005168437958,417.6224808692932
data2,EPT-STGCN,,8,64,50,0.2011188417673111,0.17372383177280426,428.91149258613586
data2,EPT-STGCN,,12,16,50,0.19058378040790558,0.16783347725868225,419.5142607688904
data2,EPT-STGCN,,12,32,50,0.2013610154390335,0.1724492758512497,426.11067247390747
data2,EPT-STGCN,,12,64,50,0.20259587466716766,0.17485448718070984,440.6942296028137
data2,EPT-STGCN,,24,16,50,0.2342871129512787,0.19645535945892334,395.31358075141907
data2,EPT-STGCN,,24,32,50,0.2668633460998535,0.22189606726169586,400.85814595222473
data2,EPT-STGCN,,24,64,50,0.2474096119403839,0.2031620740890503,417.3715465068817
data2,EPT-STGCN,,4,16,50,0.18863952159881592,0.1688082218170166,404.43668484687805
data2,EPT-STGCN,,4,32,50,0.1779630035161972,0.157710000872612,411.33758091926575
data2,EPT-STGCN,,4,64,50,0.1845105141401291,0.16085630655288696,425.2137858867645
data2,EPT-STGCN,,8,16,50,0.20047125220298767,0.17223435640335083,417.7055640220642
data2,EPT-STGCN,,8,32,50,0.2108210325241089,0.18376895785331726,420.3327968120575
data2,EPT-STGCN,,8,64,50,0.19571805000305176,0.16934004426002502,432.7685458660126
data2,EPT-STGCN,,12,16,50,0.20561647415161133,0.17552517354488373,425.2964599132538
data2,EPT-STGCN,,12,32,50,0.20310086011886597,0.1693299114704132,433.3517243862152
data2,EPT-STGCN,,12,64,50,0.2042621672153473,0.17294205725193024,447.9682185649872
data2,EPT-STGCN,,24,16,50,0.22916510701179504,0.1891501545906067,400.0249810218811
data2,EPT-STGCN,,24,32,50,0.28794243931770325,0.23206883668899536,403.75273180007935
data2,EPT-STGCN,,24,64,50,0.21991294622421265,0.18570217490196228,415.15748500823975
data2,EPT-STGCN,,4,16,50,0.18219803273677826,0.1631719172000885,402.20505237579346
data2,EPT-STGCN,,4,32,50,0.17800785601139069,0.16038379073143005,409.4191138744354
data2,EPT-STGCN,,4,64,50,0.1805311143398285,0.16099055111408234,422.66293931007385
data2,EPT-STGCN,,8,16,50,0.19136014580726624,0.1631777137517929,417.1885721683502
data2,EPT-STGCN,,8,32,50,0.19939890503883362,0.16954873502254486,420.4633460044861
data2,EPT-STGCN,,8,64,50,0.19926367700099945,0.17215827107429504,431.0011637210846
data2,EPT-STGCN,,12,16,50,0.20559647679328918,0.17484566569328308,423.44770979881287
data2,EPT-STGCN,,12,32,50,0.21066923439502716,0.18661276996135712,429.25748562812805
data2,EPT-STGCN,,12,64,50,0.19896407425403595,0.1755058765411377,444.7163014411926
data2,EPT-STGCN,,24,16,50,0.22861595451831818,0.1896362602710724,400.0932791233063
data2,EPT-STGCN,,24,32,50,0.24907568097114563,0.2079208344221115,401.3272180557251
data2,EPT-STGCN,,24,64,50,0.2347441017627716,0.2024434506893158,418.3703660964966
data2,EPT-STGCN,,4,16,50,0.1858379989862442,0.16563087701797485,398.6451907157898
data2,EPT-STGCN,,4,32,50,0.18556402623653412,0.16854774951934814,404.93694257736206
data2,EPT-STGCN,,4,64,50,0.18171830475330353,0.1591092050075531,419.8100197315216
data2,EPT-STGCN,,8,16,50,0.19601894915103912,0.17043249309062958,355.69905853271484
data2,EPT-STGCN,,8,32,50,0.19433459639549255,0.16881336271762848,312.40674209594727
data2,EPT-STGCN,,8,64,50,0.19455040991306305,0.16573330760002136,322.79970121383667
data2,EPT-STGCN,,12,16,50,0.20100276172161102,0.17379216849803925,312.8802754878998
data2,EPT-STGCN,,12,32,50,0.20238296687602997,0.1767452359199524,317.48014068603516
data2,EPT-STGCN,,12,64,50,0.21594946086406708,0.18559899926185608,326.8625867366791
data2,EPT-STGCN,,24,16,50,0.2232246845960617,0.19253097474575043,295.27295756340027
data2,EPT-STGCN,,24,32,50,0.26333189010620117,0.22084179520606995,298.5425295829773
data2,EPT-STGCN,,24,64,50,0.23091864585876465,0.19808398187160492,309.20454382896423
data2,EPT-STGCN,,4,16,50,0.18204644322395325,0.15997445583343506,297.42702651023865
data2,EPT-STGCN,,4,32,50,0.18277572095394135,0.16115866601467133,301.2491612434387
data2,EPT-STGCN,,4,64,50,0.19214043021202087,0.1745685487985611,325.26919317245483
data2,EPT-STGCN,,8,16,50,0.19647960364818573,0.16993719339370728,417.4869933128357
data2,EPT-STGCN,,8,32,50,0.19389204680919647,0.16835027933120728,420.9672703742981
data2,EPT-STGCN,,8,64,50,0.19371366500854492,0.16354957222938538,432.36547207832336
data2,EPT-STGCN,,12,16,50,0.19200825691223145,0.17182187736034393,426.2260811328888
data2,EPT-STGCN,,12,32,50,0.19832585752010345,0.18399789929389954,431.55546402931213
data2,EPT-STGCN,,12,64,50,0.20040671527385712,0.17349345982074738,444.294899225235
data2,EPT-STGCN,,24,16,50,0.31162676215171814,0.25767967104911804,403.5524492263794
data2,EPT-STGCN,,24,32,50,0.2565496265888214,0.21368493139743805,539.3588581085205
data2,EPT-STGCN,,24,64,50,0.25666046142578125,0.2077808380126953,562.1055674552917
