dataset,method,lags,nof_filters,epoch,mse(train),mse(test),calculation_time
data2,EPT-STGCN,4,32,150,0.18543437123298645,0.16763794422149658,3469.14444899559
data2,EPT-STGCN,4,32,150,0.19365492463111877,0.17774656414985657,3484.422504901886
data2,EPT-STGCN,4,32,150,0.18488545715808868,0.16677412390708923,3117.5192828178406
data2,EPT-STGCN,4,32,150,0.18273253738880157,0.1654929518699646,3578.0956604480743
data2,EPT-STGCN,4,32,150,0.19471998512744904,0.1794780045747757,3367.3875727653503
data2,EPT-STGCN,4,32,150,0.18936876952648163,0.1734638810157776,3462.8853023052216
data2,EPT-STGCN,4,32,150,0.18863476812839508,0.1729118674993515,3383.7953939437866
data2,EPT-STGCN,4,32,150,0.18932248651981354,0.1730683147907257,3309.9095928668976
data2,EPT-STGCN,4,32,150,0.20110522210597992,0.18461988866329193,3457.644481897354
data2,EPT-STGCN,4,32,150,0.19119282066822052,0.17578957974910736,3350.3939714431763
data2,EPT-STGCN,4,32,150,0.1925124078989029,0.17585435509681702,3049.338518381119
data2,EPT-STGCN,4,32,150,0.184679314494133,0.16709889471530914,1396.975266456604
data2,EPT-STGCN,4,32,150,0.20285183191299438,0.1894802749156952,1221.3318693637848
data2,EPT-STGCN,4,32,150,0.18840163946151733,0.1660381555557251,1219.8853552341461
data2,EPT-STGCN,4,32,150,0.19166629016399384,0.17560701072216034,1221.5027837753296
data2,EPT-STGCN,4,32,150,0.19433414936065674,0.17781609296798706,1222.205302476883
data2,EPT-STGCN,4,32,150,0.18538598716259003,0.16520851850509644,1222.5402274131775
data2,EPT-STGCN,4,32,150,0.18435509502887726,0.165018230676651,1225.3288793563843
data2,EPT-STGCN,4,32,150,0.18952777981758118,0.16814252734184265,1223.2333686351776
data2,EPT-STGCN,4,32,150,0.18909770250320435,0.16691724956035614,1227.8381872177124
data2,EPT-STGCN,4,32,150,0.19101734459400177,0.17464108765125275,1225.8126645088196
data2,EPT-STGCN,4,32,150,0.18990902602672577,0.17431530356407166,1227.12331533432
data2,EPT-STGCN,4,32,150,0.18832941353321075,0.16995450854301453,1227.0445816516876
data2,EPT-STGCN,4,32,150,0.1907501369714737,0.1694953292608261,1229.7648930549622
data2,EPT-STGCN,4,32,150,0.1908431053161621,0.17502522468566895,1229.0492088794708
data2,EPT-STGCN,4,32,150,0.18930776417255402,0.16744393110275269,1530.840858221054
data2,EPT-STGCN,4,32,150,0.19025303423404694,0.17413420975208282,3743.4380321502686
data2,EPT-STGCN,4,32,150,0.18816658854484558,0.16974447667598724,4029.4483449459076
data2,EPT-STGCN,4,32,150,0.19432464241981506,0.1779162585735321,4092.0162568092346
data2,EPT-STGCN,4,32,150,0.1902938038110733,0.16970837116241455,4100.47686457634
