dataset,method,lags,nof_filters,epoch,mse(train),mse(test),calculation_time
data2,EPT-STGCN,4,64,50,0.2015562355518341,0.1857742816209793,1351.041260957718
data2,EPT-STGCN,4,64,50,0.19170784950256348,0.17400988936424255,1407.217313528061
data2,EPT-STGCN,4,64,50,0.19196394085884094,0.17245350778102875,1359.2032809257507
data2,EPT-STGCN,4,64,50,0.19170145690441132,0.1721145063638687,1191.7654991149902
data2,EPT-STGCN,4,64,50,0.19221311807632446,0.1758299320936203,1108.7164249420166
data2,EPT-STGCN,4,64,50,0.19111086428165436,0.17263199388980865,1009.7709851264954
data2,EPT-STGCN,4,64,50,0.19631968438625336,0.1816004514694214,1316.371054649353
data2,EPT-STGCN,4,64,50,0.189178004860878,0.1687847524881363,1172.9730389118195
data2,EPT-STGCN,4,64,50,0.19990673661231995,0.18429426848888397,1086.2146735191345
data2,EPT-STGCN,4,64,50,0.202387273311615,0.18853473663330078,1136.4483642578125
data2,EPT-STGCN,4,64,50,0.194584921002388,0.1779792308807373,1045.7053282260895
data2,EPT-STGCN,4,64,50,0.1887354552745819,0.1711086481809616,1143.9889950752258
data2,EPT-STGCN,4,64,50,0.19383342564105988,0.17746399343013763,805.0543794631958
data2,EPT-STGCN,4,64,50,0.18973028659820557,0.172049418091774,419.42296266555786
data2,EPT-STGCN,4,64,50,0.1906469464302063,0.17304280400276184,420.26868438720703
data2,EPT-STGCN,4,64,50,0.19246457517147064,0.17610357701778412,446.3449122905731
data2,EPT-STGCN,4,64,50,0.2106262594461441,0.19337107241153717,524.7173409461975
data2,EPT-STGCN,4,64,50,0.1912689059972763,0.1726953387260437,557.1871905326843
data2,EPT-STGCN,4,64,50,0.21380020678043365,0.19907894730567932,558.6347815990448
data2,EPT-STGCN,4,64,50,0.18782185018062592,0.16983792185783386,558.465742111206
data2,EPT-STGCN,4,64,50,0.19423021376132965,0.17829929292201996,557.8741896152496
data2,EPT-STGCN,4,64,50,0.1889924257993698,0.17245005071163177,561.1051049232483
data2,EPT-STGCN,4,64,50,0.19157645106315613,0.1742098182439804,556.668826341629
data2,EPT-STGCN,4,64,50,0.18721908330917358,0.16890552639961243,451.9571075439453
data2,EPT-STGCN,4,64,50,0.18897630274295807,0.16692575812339783,470.61771535873413
data2,EPT-STGCN,4,64,50,0.19700270891189575,0.18174956738948822,419.8091413974762
data2,EPT-STGCN,4,64,50,0.18982085585594177,0.172559916973114,420.4570417404175
data2,EPT-STGCN,4,64,50,0.19172634184360504,0.17286726832389832,420.64715790748596
data2,EPT-STGCN,4,64,50,0.19317775964736938,0.17738302052021027,420.39218306541443
data2,EPT-STGCN,4,64,50,0.1922433078289032,0.17488637566566467,322.6690261363983
