dataset,method,lags,nof_filters,epoch,mse(train),mse(test),calculation_time
data2,STGCN,4,32,150,0.1899958848953247,0.1735532283782959,3742.851026058197
data2,STGCN,4,32,150,0.1822158247232437,0.1674501746892929,3893.0238687992096
data2,STGCN,4,32,150,0.19212570786476135,0.1753726750612259,3864.806064605713
data2,STGCN,4,32,150,0.19348400831222534,0.18045493960380554,3739.1794257164
data2,STGCN,4,32,150,0.18889838457107544,0.17546314001083374,3679.0283493995667
data2,STGCN,4,32,150,0.1858321577310562,0.16981445252895355,3412.443754673004
data2,STGCN,4,32,150,0.18382538855075836,0.16889017820358276,3371.4479427337646
data2,STGCN,4,32,150,0.19125427305698395,0.1778242141008377,3405.5191321372986
data2,STGCN,4,32,150,0.1866094172000885,0.1745527684688568,3566.5825464725494
data2,STGCN,4,32,150,0.19143959879875183,0.17869848012924194,3121.7318325042725
data2,STGCN,4,32,150,0.18856073915958405,0.17090070247650146,1913.605115890503
data2,STGCN,4,32,150,0.19410322606563568,0.18356159329414368,1217.098289489746
data2,STGCN,4,32,150,0.20714588463306427,0.19776643812656403,1216.3393001556396
data2,STGCN,4,32,150,0.1922387331724167,0.17334678769111633,1215.5704326629639
data2,STGCN,4,32,150,0.192682147026062,0.17975656688213348,1216.8227508068085
data2,STGCN,4,32,150,0.18938671052455902,0.17637018859386444,1220.2433626651764
data2,STGCN,4,32,150,0.18900953233242035,0.17064398527145386,1217.2075896263123
data2,STGCN,4,32,150,0.1928325742483139,0.18128050863742828,1219.0124652385712
data2,STGCN,4,32,150,0.20568443834781647,0.19563458859920502,1222.4250702857971
data2,STGCN,4,32,150,0.18979762494564056,0.1758148968219757,1227.6148965358734
data2,STGCN,4,32,150,0.20480719208717346,0.19536982476711273,1224.7417724132538
data2,STGCN,4,32,150,0.18871475756168365,0.17638210952281952,1226.5333285331726
data2,STGCN,4,32,150,0.19485361874103546,0.18277929723262787,1232.0296745300293
data2,STGCN,4,32,150,0.19308261573314667,0.1803772896528244,1234.6112270355225
data2,STGCN,4,32,150,0.19138498604297638,0.17972436547279358,1232.6185252666473
data2,STGCN,4,32,150,0.20400172472000122,0.19408166408538818,2664.7358560562134
data2,STGCN,4,32,150,0.18493293225765228,0.171661376953125,3063.993559360504
data2,STGCN,4,32,150,0.19838428497314453,0.1853557527065277,3719.3122601509094
data2,STGCN,4,32,150,0.19530080258846283,0.18398596346378326,3448.4107003211975
data2,STGCN,4,32,150,0.1886696219444275,0.1704413741827011,3441.653775215149
