dataset,method,lags,nof_filters,epoch,mse(train),mse(test),calculation_time
data2,STGCN,4,64,50,0.19136156141757965,0.17732484638690948,1295.9439120292664
data2,STGCN,4,64,50,0.1924688220024109,0.18144060671329498,1167.6878218650818
data2,STGCN,4,64,50,0.1860162317752838,0.17065879702568054,1198.1410870552063
data2,STGCN,4,64,50,0.193183034658432,0.1784619241952896,1125.77339553833
data2,STGCN,4,64,50,0.1919517070055008,0.17933544516563416,1048.083814382553
data2,STGCN,4,64,50,0.1939672827720642,0.18196821212768555,1027.1865773200989
data2,STGCN,4,64,50,0.19493615627288818,0.18299441039562225,1111.670336484909
data2,STGCN,4,64,50,0.18952588737010956,0.17168959975242615,1136.7460207939148
data2,STGCN,4,64,50,0.18903782963752747,0.174021378159523,1122.65181350708
data2,STGCN,4,64,50,0.18997059762477875,0.17288589477539062,959.6837856769562
data2,STGCN,4,64,50,0.1935185045003891,0.1805388480424881,1006.9696969985962
data2,STGCN,4,64,50,0.19555923342704773,0.1831548660993576,1099.2765209674835
data2,STGCN,4,64,50,0.19045960903167725,0.17709481716156006,1159.0088353157043
data2,STGCN,4,64,50,0.19373133778572083,0.18064860999584198,795.6827731132507
data2,STGCN,4,64,50,0.19746023416519165,0.18562957644462585,418.99247312545776
data2,STGCN,4,64,50,0.19052688777446747,0.1778492033481598,418.65291118621826
data2,STGCN,4,64,50,0.18934911489486694,0.17128485441207886,460.293338060379
data2,STGCN,4,64,50,0.18620121479034424,0.1715831458568573,522.558876991272
data2,STGCN,4,64,50,0.18615978956222534,0.17081211507320404,560.1172575950623
data2,STGCN,4,64,50,0.18411694467067719,0.17008942365646362,560.1185126304626
data2,STGCN,4,64,50,0.19028165936470032,0.17584623396396637,559.0285515785217
data2,STGCN,4,64,50,0.19632717967033386,0.18347713351249695,559.1616649627686
data2,STGCN,4,64,50,0.19457824528217316,0.18195068836212158,560.5397303104401
data2,STGCN,4,64,50,0.1926240175962448,0.17909009754657745,561.4626157283783
data2,STGCN,4,64,50,0.2019774615764618,0.19107629358768463,441.94928646087646
data2,STGCN,4,64,50,0.19082188606262207,0.1737503707408905,473.6174485683441
data2,STGCN,4,64,50,0.18955743312835693,0.17323048412799835,419.9077091217041
data2,STGCN,4,64,50,0.1905292272567749,0.17397525906562805,418.95746207237244
data2,STGCN,4,64,50,0.1963498592376709,0.18453970551490784,419.5963683128357
data2,STGCN,4,64,50,0.19073103368282318,0.17407120764255524,420.81785106658936
