dataset,method,lags,nof_filters,epoch,mse(train),mse(test),calculation_time
data2,EPT-STGCN,4,32,100,0.18462377786636353,0.16655394434928894,806.291871547699
data2,EPT-STGCN,4,32,100,0.1918209195137024,0.17433542013168335,809.7616884708405
data2,EPT-STGCN,4,32,100,0.1898639053106308,0.1724012941122055,812.5758721828461
data2,EPT-STGCN,4,32,100,0.1844293475151062,0.165976420044899,813.223254442215
data2,EPT-STGCN,4,32,100,0.19541160762310028,0.17995412647724152,813.411208152771
data2,EPT-STGCN,4,32,100,0.18951556086540222,0.16722765564918518,802.3759191036224
data2,EPT-STGCN,4,32,100,0.193522110581398,0.17304347455501556,805.0977642536163
data2,EPT-STGCN,4,32,100,0.19104215502738953,0.1757562905550003,811.8141627311707
data2,EPT-STGCN,4,32,100,0.19069664180278778,0.17399761080741882,863.9169721603394
data2,EPT-STGCN,4,32,100,0.1924736499786377,0.17601925134658813,874.8495206832886
data2,EPT-STGCN,4,32,100,0.19086819887161255,0.1717519909143448,1087.6096153259277
data2,EPT-STGCN,4,32,100,0.19003276526927948,0.17104700207710266,1025.3773391246796
data2,EPT-STGCN,4,32,100,0.19047176837921143,0.1720282882452011,1041.937325000763
data2,EPT-STGCN,4,32,100,0.19148041307926178,0.17548392713069916,2193.9737956523895
data2,EPT-STGCN,4,32,100,0.19964031875133514,0.1847388744354248,2024.0500354766846
data2,EPT-STGCN,4,32,100,0.18204641342163086,0.16411587595939636,2261.5033371448517
data2,EPT-STGCN,4,32,100,0.1847231239080429,0.1659172773361206,2353.211124420166
data2,EPT-STGCN,4,32,100,0.20016957819461823,0.18403089046478271,2246.013007879257
data2,EPT-STGCN,4,32,100,0.2038097381591797,0.18965667486190796,2153.1986911296844
data2,EPT-STGCN,4,32,100,0.1902194768190384,0.17267176508903503,2594.6152448654175
data2,EPT-STGCN,4,32,100,0.18585292994976044,0.16592156887054443,2058.0426466464996
data2,EPT-STGCN,4,32,100,0.20689605176448822,0.1907573938369751,2394.9840071201324
data2,EPT-STGCN,4,32,100,0.19123722612857819,0.174569234251976,2212.408072948456
data2,EPT-STGCN,4,32,100,0.19207997620105743,0.17527779936790466,2294.6816227436066
data2,EPT-STGCN,4,32,100,0.1900184005498886,0.1741638332605362,2555.400718688965
data2,EPT-STGCN,4,32,100,0.1943025141954422,0.17837850749492645,2388.1608440876007
data2,EPT-STGCN,4,32,100,0.1911640167236328,0.17559409141540527,2372.3848974704742
data2,EPT-STGCN,4,32,100,0.19248950481414795,0.17567865550518036,2252.741733312607
data2,EPT-STGCN,4,32,100,0.19427765905857086,0.17953652143478394,2190.1788935661316
data2,EPT-STGCN,4,32,100,0.19046959280967712,0.1747022122144699,2534.9511017799377
