dataset,method,lags,nof_filters,epoch,mse(train),mse(test),calculation_time
data2,STGCN,4,32,100,0.18924281001091003,0.17132468521595,772.8486983776093
data2,STGCN,4,32,100,0.189744234085083,0.17256081104278564,817.3783807754517
data2,STGCN,4,32,100,0.20782248675823212,0.1990354061126709,819.1808929443359
data2,STGCN,4,32,100,0.19316832721233368,0.1793135106563568,814.3094511032104
data2,STGCN,4,32,100,0.18822406232357025,0.169881671667099,815.4461674690247
data2,STGCN,4,32,100,0.18847230076789856,0.1716037392616272,810.8538262844086
data2,STGCN,4,32,100,0.18910101056098938,0.17450492084026337,813.9633140563965
data2,STGCN,4,32,100,0.19110490381717682,0.17812670767307281,817.65243268013
data2,STGCN,4,32,100,0.18974405527114868,0.17488323152065277,864.1486792564392
data2,STGCN,4,32,100,0.19238942861557007,0.1801113784313202,841.731306552887
data2,STGCN,4,32,100,0.18936875462532043,0.17351922392845154,1089.7912471294403
data2,STGCN,4,32,100,0.1947578340768814,0.18331781029701233,1069.2433643341064
data2,STGCN,4,32,100,0.18917550146579742,0.17247791588306427,1000.2807970046997
data2,STGCN,4,32,100,0.19080296158790588,0.1723531037569046,2673.002033472061
data2,STGCN,4,32,100,0.20163199305534363,0.18734630942344666,2715.7558302879333
data2,STGCN,4,32,100,0.1925022304058075,0.17913874983787537,2321.9177145957947
data2,STGCN,4,32,100,0.18628865480422974,0.1703425794839859,2352.8009057044983
data2,STGCN,4,32,100,0.18457137048244476,0.1684734970331192,2333.9931013584137
data2,STGCN,4,32,100,0.1922464519739151,0.18011943995952606,2318.096526622772
data2,STGCN,4,32,100,0.2025228887796402,0.1921369731426239,2283.3763229846954
data2,STGCN,4,32,100,0.1901182234287262,0.1760270744562149,2209.563552379608
data2,STGCN,4,32,100,0.19212256371974945,0.18058381974697113,2203.7453553676605
data2,STGCN,4,32,100,0.19005003571510315,0.17199105024337769,2254.784810066223
data2,STGCN,4,32,100,0.18971902132034302,0.17224723100662231,2702.167612552643
data2,STGCN,4,32,100,0.18995951116085052,0.17705973982810974,2807.7903122901917
data2,STGCN,4,32,100,0.18630491197109222,0.17263302206993103,2481.448380947113
data2,STGCN,4,32,100,0.18839840590953827,0.16912810504436493,2431.1569907665253
data2,STGCN,4,32,100,0.18994857370853424,0.17402328550815582,2236.444540977478
data2,STGCN,4,32,100,0.19515329599380493,0.18260310590267181,2414.5286524295807
data2,STGCN,4,32,100,0.19268742203712463,0.1794975996017456,1819.3997175693512
