dataset,method,lags,nof_filters,epoch,mse(train),mse(test),calculation_time
data2,EPT-STGCN,4,16,100,0.19086439907550812,0.1692570000886917,587.6416745185852
data2,EPT-STGCN,4,32,100,0.19369469583034515,0.1772344410419464,595.2310271263123
data2,EPT-STGCN,4,64,100,0.18279580771923065,0.16487932205200195,619.7994327545166
data2,EPT-STGCN,8,16,100,0.19503474235534668,0.1734403520822525,608.9705948829651
data2,EPT-STGCN,8,32,100,0.1943836808204651,0.176370769739151,616.2001957893372
data2,EPT-STGCN,8,64,100,0.20468294620513916,0.18730799853801727,637.1616032123566
data2,EPT-STGCN,12,16,100,0.19675257802009583,0.17655029892921448,621.3869938850403
data2,EPT-STGCN,12,32,100,0.1919654756784439,0.17436788976192474,627.3805487155914
data2,EPT-STGCN,12,64,100,0.1950475126504898,0.1771177053451538,646.7901825904846
