dataset,method,normal,lags,nof_filters,epoch,mse(train),mse(test),calculation_time
data2,STGCN,X,4,16,100,0.18340612947940826,0.16909734904766083,601.4169619083405
data2,STGCN,X,4,32,100,0.17997775971889496,0.16177751123905182,687.8001308441162
data2,STGCN,X,4,64,100,0.1809055060148239,0.164964497089386,844.3613607883453
data2,STGCN,X,8,16,100,0.19638442993164062,0.16963109374046326,828.8921957015991
data2,STGCN,X,8,32,100,0.1975952684879303,0.17451535165309906,957.0640544891357
data2,STGCN,X,8,64,100,0.20138604938983917,0.17874278128147125,1150.7994842529297
data2,STGCN,X,12,16,100,0.19692566990852356,0.17681430280208588,1139.6371095180511
data2,STGCN,X,12,32,100,0.20255456864833832,0.1874014288187027,1024.4062676429749
data2,STGCN,X,12,64,100,0.20872977375984192,0.18502114713191986,889.3657791614532
data2,STGCN,X,24,16,100,0.21895499527454376,0.18979574739933014,789.368974685669
data2,STGCN,X,24,32,100,0.22164198756217957,0.1964530199766159,799.7565042972565
data2,STGCN,X,24,64,100,0.2383582592010498,0.2082930952310562,845.3318765163422
data2,STGCN,X,4,16,100,0.18441557884216309,0.16744115948677063,801.2358841896057
data2,STGCN,X,4,32,100,0.18179801106452942,0.16868701577186584,815.7541995048523
data2,STGCN,X,4,64,100,0.1846141368150711,0.16923509538173676,840.4270670413971
data2,STGCN,X,8,16,100,0.19415022432804108,0.17219851911067963,830.2457091808319
data2,STGCN,X,8,32,100,0.19918005168437958,0.17433883249759674,845.2370142936707
data2,STGCN,X,8,64,100,0.19926650822162628,0.17595143616199493,867.0728394985199
data2,STGCN,X,12,16,100,0.19692103564739227,0.17396080493927002,848.1539793014526
data2,STGCN,X,12,32,100,0.20038644969463348,0.17645852267742157,864.2413165569305
data2,STGCN,X,12,64,100,0.1904132068157196,0.16753950715065002,883.2887353897095
data2,STGCN,X,24,16,100,0.25167128443717957,0.21140816807746887,785.3462927341461
data2,STGCN,X,24,32,100,0.24658122658729553,0.21214254200458527,805.0236530303955
data2,STGCN,X,24,64,100,0.22737222909927368,0.20068766176700592,842.753657579422
data2,STGCN,X,4,16,100,0.18211866915225983,0.1665085405111313,796.3346054553986
data2,STGCN,X,4,32,100,0.1826518326997757,0.16636596620082855,818.2377882003784
data2,STGCN,X,4,64,100,0.19171419739723206,0.17611008882522583,840.767270565033
data2,STGCN,X,8,16,100,0.2008131742477417,0.17991547286510468,836.5909621715546
