dataset,method,W,lags,nof_filters,epoch,mse(train),mse(test),calculation_time
identity matrix weights,Weighted Loss,1,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],2,30,1.004624605178833,0.8389522433280945,135.28290700912476
identity matrix weights,Weighted Loss,1,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],4,30,0.19646865129470825,0.1600096970796585,135.79155611991882
identity matrix weights,Weighted Loss,1,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],2,30,0.9976369738578796,0.8387143611907959,135.4347162246704
identity matrix weights,Weighted Loss,1,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],4,30,0.19561679661273956,0.16090434789657593,135.5477578639984
identity matrix weights,Weighted Loss,1,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],2,30,0.25082018971443176,0.22286787629127502,135.59154105186462
identity matrix weights,Weighted Loss,1,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],4,30,0.24908912181854248,0.22122813761234283,135.71355676651
identity matrix weights,Weighted Loss,1,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.],2,30,0.20845669507980347,0.17926527559757233,135.18269157409668
identity matrix weights,Weighted Loss,1,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.],4,30,0.2084764689207077,0.17928540706634521,135.9075231552124
identity matrix weights,Weighted Loss,1,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],2,30,1.0120930671691895,0.8403949737548828,135.48329305648804
identity matrix weights,Weighted Loss,1,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],4,30,0.2055152803659439,0.16363289952278137,135.7516312599182
identity matrix weights,Weighted Loss,1,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],2,30,1.031438946723938,0.8471527695655823,135.4182152748108
identity matrix weights,Weighted Loss,1,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],4,30,0.24680407345294952,0.19372020661830902,135.87091588974
identity matrix weights,Weighted Loss,1,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],2,30,0.19015717506408691,0.15271174907684326,135.22270941734314
identity matrix weights,Weighted Loss,1,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],4,30,0.19795937836170197,0.15961772203445435,135.87655758857727
identity matrix weights,Weighted Loss,1,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],2,30,0.294534832239151,0.23044049739837646,135.25665760040283
identity matrix weights,Weighted Loss,1,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],4,30,0.29449790716171265,0.23041066527366638,135.77012157440186
identity matrix weights,Weighted Loss,1,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],2,30,0.3260733187198639,0.25691884756088257,135.46027874946594
identity matrix weights,Weighted Loss,1,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],4,30,0.3066198527812958,0.24260620772838593,136.27651643753052
identity matrix weights,Weighted Loss,1,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],2,30,0.19447171688079834,0.16330960392951965,136.83375883102417
identity matrix weights,Weighted Loss,1,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],4,30,0.9897828698158264,0.8411561846733093,136.7240583896637
identity matrix weights,Weighted Loss,1,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],2,30,0.20501038432121277,0.16601011157035828,135.77478694915771
identity matrix weights,Weighted Loss,1,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],4,30,0.19902710616588593,0.1619632989168167,136.2591269016266
identity matrix weights,Weighted Loss,1,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],2,30,0.9976369738578796,0.8387143611907959,137.2260868549347
identity matrix weights,Weighted Loss,1,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],4,30,0.19472049176692963,0.16084489226341248,136.08320665359497
