dataset,method,normal,lags,nof_filters,epoch,mse(train),mse(test),calculation_time
data2,STGCN,X,4,16,50,0.18349836766719818,0.16973473131656647,550.1237828731537
data2,STGCN,X,4,32,50,0.18222513794898987,0.16203270852565765,543.5811538696289
data2,STGCN,X,4,64,50,0.18356509506702423,0.1719253808259964,419.5225920677185
data2,STGCN,X,8,16,50,0.1962403804063797,0.17363286018371582,415.24763560295105
data2,STGCN,X,8,32,50,0.19757084548473358,0.17160551249980927,422.3065321445465
data2,STGCN,X,8,64,50,0.19550122320652008,0.17320170998573303,436.33155393600464
data2,STGCN,X,12,16,50,0.21613240242004395,0.18526966869831085,432.94308042526245
data2,STGCN,X,12,32,50,0.2181137651205063,0.1867259442806244,434.56736755371094
data2,STGCN,X,12,64,50,0.20058345794677734,0.17606480419635773,447.2096586227417
data2,STGCN,X,24,16,50,0.2435411512851715,0.20120716094970703,400.215993642807
data2,STGCN,X,24,32,50,0.27069976925849915,0.23345360159873962,406.0943145751953
data2,STGCN,X,24,64,50,0.21738475561141968,0.19155475497245789,418.9523894786835
data2,STGCN,X,4,16,50,0.18292681872844696,0.16589321196079254,405.76067447662354
data2,STGCN,X,4,32,50,0.18651238083839417,0.17055456340312958,411.8303608894348
data2,STGCN,X,4,64,50,0.18319275975227356,0.17026197910308838,422.45519256591797
data2,STGCN,X,8,16,50,0.19589544832706451,0.17387379705905914,416.8445956707001
data2,STGCN,X,8,32,50,0.19783800840377808,0.17484979331493378,420.2677471637726
data2,STGCN,X,8,64,50,0.20351813733577728,0.1774841696023941,434.0240578651428
data2,STGCN,X,12,16,50,0.20150481164455414,0.17706403136253357,423.2287802696228
data2,STGCN,X,12,32,50,0.19447806477546692,0.18132266402244568,431.56639313697815
data2,STGCN,X,12,64,50,0.20629934966564178,0.17806459963321686,444.5375418663025
data2,STGCN,X,24,16,50,0.24308645725250244,0.20404261350631714,394.58831429481506
data2,STGCN,X,24,32,50,0.2812391221523285,0.2363523244857788,398.43786215782166
data2,STGCN,X,24,64,50,0.2573487162590027,0.2170758992433548,415.91006326675415
data2,STGCN,X,4,16,50,0.18351148068904877,0.16662254929542542,403.4720549583435
data2,STGCN,X,4,32,50,0.1953214406967163,0.179141104221344,407.9864339828491
data2,STGCN,X,4,64,50,0.1818159520626068,0.16473054885864258,416.8528094291687
data2,STGCN,X,8,16,50,0.19524869322776794,0.17269663512706757,412.75016236305237
data2,STGCN,X,8,32,50,0.19697020947933197,0.17146041989326477,420.7024755477905
data2,STGCN,X,8,64,50,0.19327428936958313,0.166537806391716,430.18586564064026
data2,STGCN,X,12,16,50,0.2002326250076294,0.17789620161056519,422.6402394771576
data2,STGCN,X,12,32,50,0.20610056817531586,0.18222765624523163,428.8236117362976
data2,STGCN,X,12,64,50,0.20179669559001923,0.17644396424293518,443.7464351654053
data2,STGCN,X,24,16,50,0.22233325242996216,0.18798530101776123,397.57614731788635
data2,STGCN,X,24,32,50,0.2625112235546112,0.2144041508436203,399.87225675582886
data2,STGCN,X,24,64,50,0.22325655817985535,0.19326713681221008,416.3189399242401
data2,STGCN,X,4,16,50,0.1834152340888977,0.1679167002439499,403.4063847064972
data2,STGCN,X,4,32,50,0.19259722530841827,0.17812448740005493,403.94199204444885
data2,STGCN,X,4,64,50,0.1905573606491089,0.17064957320690155,417.6386625766754
data2,STGCN,X,8,16,50,0.19922083616256714,0.17681315541267395,414.7900080680847
data2,STGCN,X,8,32,50,0.2004527747631073,0.176428884267807,418.1053671836853
data2,STGCN,X,8,64,50,0.19427834451198578,0.1668241024017334,430.4732255935669
data2,STGCN,X,12,16,50,0.20788908004760742,0.18136152625083923,425.7373809814453
data2,STGCN,X,12,32,50,0.20157328248023987,0.17431844770908356,428.89884781837463
data2,STGCN,X,12,64,50,0.20118382573127747,0.17709769308567047,443.16305017471313
