dataset,method,W,lags,nof_filters,epoch,mse(train),mse(test),calculation_time
identity matrix weights,Weighted Loss,1,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],2,30,0.19682270288467407,0.1603267341852188,135.48101329803467
identity matrix weights,Weighted Loss,1,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],4,30,0.2050081342458725,0.1660090982913971,135.5104386806488
identity matrix weights,Weighted Loss,1,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],2,30,0.19561854004859924,0.16090497374534607,135.30909895896912
identity matrix weights,Weighted Loss,1,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],4,30,0.192262664437294,0.158878892660141,135.61802005767822
identity matrix weights,Weighted Loss,1,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],2,30,0.24955663084983826,0.22166693210601807,135.3340458869934
identity matrix weights,Weighted Loss,1,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],4,30,0.2517324984073639,0.22373224794864655,135.8303496837616
identity matrix weights,Weighted Loss,1,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.],2,30,0.9900099039077759,0.841007649898529,135.3828091621399
identity matrix weights,Weighted Loss,1,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.],4,30,0.1957390159368515,0.1684720367193222,135.6354820728302
identity matrix weights,Weighted Loss,1,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],2,30,0.20551195740699768,0.1636258214712143,135.3003125190735
identity matrix weights,Weighted Loss,1,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],4,30,0.19765271246433258,0.1578778475522995,135.73803091049194
identity matrix weights,Weighted Loss,1,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],2,30,0.24680860340595245,0.19372373819351196,135.44930219650269
identity matrix weights,Weighted Loss,1,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],4,30,0.24193987250328064,0.1912047117948532,135.96514344215393
identity matrix weights,Weighted Loss,1,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],2,30,0.19019660353660583,0.1527376025915146,135.3590488433838
identity matrix weights,Weighted Loss,1,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],4,30,0.197103813290596,0.1591298133134842,135.87071990966797
identity matrix weights,Weighted Loss,1,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],2,30,1.0599700212478638,0.8611974120140076,135.63510274887085
identity matrix weights,Weighted Loss,1,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],4,30,0.294497549533844,0.2304101586341858,135.7319405078888
