dataset,method,normal,lags,nof_filters,epoch,mse(train),mse(test),calculation_time
data2,STGCN,X,4,16,100,0.1816854327917099,0.16474945843219757,818.6224980354309
data2,STGCN,X,4,32,100,0.18272580206394196,0.16475927829742432,826.8317799568176
data2,STGCN,X,4,64,100,0.18363019824028015,0.16399908065795898,848.7207937240601
data2,STGCN,X,8,16,100,0.19474242627620697,0.17047403752803802,836.8908398151398
data2,STGCN,X,8,32,100,0.19804057478904724,0.174594447016716,842.2855105400085
data2,STGCN,X,8,64,100,0.19387726485729218,0.17272700369358063,878.3434207439423
data2,STGCN,X,12,16,100,0.20249199867248535,0.17893236875534058,865.2576446533203
data2,STGCN,X,12,32,100,0.19691045582294464,0.17590415477752686,869.2227556705475
data2,STGCN,X,12,64,100,0.2016628533601761,0.18034209311008453,898.7173192501068
data2,STGCN,X,24,16,100,0.21333728730678558,0.19100822508335114,803.9129619598389
data2,STGCN,X,24,32,100,0.23731635510921478,0.19615578651428223,819.333512544632
data2,STGCN,X,24,64,100,0.2366296947002411,0.201948344707489,855.0395226478577
data2,STGCN,X,4,16,100,0.18211764097213745,0.16395089030265808,818.5157985687256
data2,STGCN,X,4,32,100,0.1818724125623703,0.16639043390750885,820.1088185310364
data2,STGCN,X,4,64,100,0.1788221299648285,0.16498945653438568,855.2730090618134
data2,STGCN,X,8,16,100,0.20145991444587708,0.1714365929365158,835.88791847229
data2,STGCN,X,8,32,100,0.1943678855895996,0.17338454723358154,843.9361660480499
data2,STGCN,X,8,64,100,0.1935252845287323,0.1720881462097168,884.9867873191833
data2,STGCN,X,12,16,100,0.20438626408576965,0.17399531602859497,864.3960056304932
data2,STGCN,X,12,32,100,0.18981647491455078,0.1688622087240219,980.2433574199677
data2,STGCN,X,12,64,100,0.21243628859519958,0.18354342877864838,904.7084059715271
data2,STGCN,X,24,16,100,0.24280370771884918,0.21470072865486145,800.2462754249573
data2,STGCN,X,24,32,100,0.24572305381298065,0.21244189143180847,992.6119794845581
data2,STGCN,X,24,64,100,0.24121303856372833,0.20408375561237335,1008.9480504989624
