dataset,method,normal,lags,nof_filters,epoch,mse(train),mse(test),calculation_time
data2,STGCN,X,4,16,150,0.18080070614814758,0.16502311825752258,1354.7318632602692
data2,STGCN,X,4,32,150,0.18494661152362823,0.1702558696269989,1444.2778179645538
data2,STGCN,X,4,64,150,0.19637741148471832,0.18146364390850067,1277.3317363262177
data2,STGCN,X,8,16,150,0.19285660982131958,0.1704922914505005,1274.3648564815521
data2,STGCN,X,8,32,150,0.2039249986410141,0.17957724630832672,1277.2792084217072
data2,STGCN,X,8,64,150,0.19514812529087067,0.17158637940883636,1322.3094356060028
data2,STGCN,X,12,16,150,0.1890505999326706,0.1718003749847412,1286.583215713501
data2,STGCN,X,12,32,150,0.1959681212902069,0.17065474390983582,1331.824645280838
data2,STGCN,X,12,64,150,0.20243053138256073,0.19057923555374146,1365.0538799762726
data2,STGCN,X,24,16,150,0.2230425924062729,0.18585006892681122,1218.5148034095764
data2,STGCN,X,24,32,150,0.271606981754303,0.2356565147638321,1247.3760159015656
data2,STGCN,X,24,64,150,0.2318366914987564,0.20465993881225586,1297.90012216568
data2,STGCN,X,4,16,150,0.18459685146808624,0.16678613424301147,1231.0259983539581
data2,STGCN,X,4,32,150,0.17851004004478455,0.15957993268966675,1238.352216243744
data2,STGCN,X,4,64,150,0.1919311136007309,0.17811088263988495,1279.6570479869843
data2,STGCN,X,8,16,150,0.19747868180274963,0.1750696897506714,1263.9117014408112
data2,STGCN,X,8,32,150,0.18789801001548767,0.16521751880645752,1283.600974559784
data2,STGCN,X,8,64,150,0.1919795125722885,0.16697369515895844,1385.7683799266815
data2,STGCN,X,12,16,150,0.19165346026420593,0.16764408349990845,1295.5202202796936
data2,STGCN,X,12,32,150,0.19858643412590027,0.17446543276309967,1324.4268457889557
data2,STGCN,X,12,64,150,0.19327020645141602,0.17065933346748352,1671.3275289535522
data2,STGCN,X,24,16,150,0.22174374759197235,0.19009006023406982,1626.9748916625977
data2,STGCN,X,24,32,150,0.23070375621318817,0.20632532238960266,1438.9773998260498
data2,STGCN,X,24,64,150,0.2582511901855469,0.22184410691261292,1302.3187472820282
data2,STGCN,X,4,16,150,0.18392086029052734,0.1672196388244629,1424.5215377807617
data2,STGCN,X,4,32,150,0.17844833433628082,0.16333627700805664,1234.5428562164307
data2,STGCN,X,4,64,150,0.18526580929756165,0.1717640906572342,1566.4701795578003
data2,STGCN,X,8,16,150,0.19593895971775055,0.17269372940063477,1405.4043109416962
data2,STGCN,X,8,32,150,0.19518132507801056,0.174652561545372,1276.9877943992615
data2,STGCN,X,8,64,150,0.1943051666021347,0.1713988184928894,1549.8145310878754
data2,STGCN,X,12,16,150,0.19653251767158508,0.18436969816684723,1291.2372090816498
data2,STGCN,X,12,32,150,0.20259545743465424,0.18126565217971802,1356.6604940891266
data2,STGCN,X,12,64,150,0.20312999188899994,0.17608867585659027,1641.556979894638
data2,STGCN,X,24,16,150,0.2291697859764099,0.198081374168396,1272.2012813091278
data2,STGCN,X,24,32,150,0.2615116536617279,0.2132662832736969,1273.201299905777
data2,STGCN,X,24,64,150,0.22740459442138672,0.19984592497348785,1292.301242351532
data2,STGCN,X,4,16,150,0.18042834103107452,0.16189804673194885,1249.6063256263733
data2,STGCN,X,4,32,150,0.18608900904655457,0.16886445879936218,1243.2395310401917
data2,STGCN,X,4,64,150,0.18984906375408173,0.17363131046295166,1317.419748544693
data2,STGCN,X,8,16,150,0.20244628190994263,0.1794521063566208,1268.0576729774475
data2,STGCN,X,8,32,150,0.19348913431167603,0.17108970880508423,1164.5245397090912
data2,STGCN,X,8,64,150,0.19616197049617767,0.17212380468845367,975.947197675705
data2,STGCN,X,12,16,150,0.195277139544487,0.1738743931055069,954.6358909606934
data2,STGCN,X,12,32,150,0.1910085827112198,0.17145203053951263,966.4093916416168
data2,STGCN,X,12,64,150,0.1883438527584076,0.1725117564201355,1007.353847026825
data2,STGCN,X,24,16,150,0.2885829508304596,0.22833475470542908,900.9425802230835
data2,STGCN,X,24,32,150,0.22702927887439728,0.20219294726848602,910.4847345352173
data2,STGCN,X,24,64,150,0.2546929717063904,0.2140664905309677,967.7057540416718
data2,STGCN,X,4,16,150,0.18079409003257751,0.16302549839019775,898.1628699302673
data2,STGCN,X,4,32,150,0.18183936178684235,0.16531799733638763,911.9415853023529
data2,STGCN,X,4,64,150,0.19292698800563812,0.17383593320846558,945.6442775726318
data2,STGCN,X,8,16,150,0.19556236267089844,0.17250852286815643,930.6210186481476
data2,STGCN,X,8,32,150,0.19003435969352722,0.1690295785665512,945.8613119125366
data2,STGCN,X,8,64,150,0.1901135891675949,0.1694481372833252,988.5813481807709
data2,STGCN,X,12,16,150,0.20258235931396484,0.18187987804412842,950.037584066391
data2,STGCN,X,12,32,150,0.1985633671283722,0.17965294420719147,958.9397311210632
data2,STGCN,X,12,64,150,0.20578916370868683,0.18169209361076355,998.6190738677979
data2,STGCN,X,24,16,150,0.22637823224067688,0.19218875467777252,891.2675378322601
data2,STGCN,X,24,32,150,0.20939050614833832,0.1858222484588623,907.8022747039795
data2,STGCN,X,24,64,150,0.25673961639404297,0.21872001886367798,960.068118095398
data2,STGCN,X,4,16,150,0.1825847327709198,0.16284750401973724,896.873776435852
