dataset,method,W,lags,nof_filters,epoch,mse(train),mse(test),calculation_time
arbitrary weights,Weighted Loss,1,[1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],2,30,0.19527144730091095,0.16510911285877228,135.3361620903015
arbitrary weights,Weighted Loss,1,[1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],4,30,0.23785562813282013,0.20291335880756378,136.45259499549866
arbitrary weights,Weighted Loss,1,[1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],2,30,0.18591293692588806,0.15730246901512146,135.45529079437256
arbitrary weights,Weighted Loss,1,[1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],4,30,0.19527310132980347,0.1651063859462738,138.15578842163086
arbitrary weights,Weighted Loss,1,[1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],2,30,0.1952812373638153,0.16511352360248566,135.79075026512146
arbitrary weights,Weighted Loss,1,[1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],4,30,0.2003394067287445,0.16486549377441406,137.54512786865234
arbitrary weights,Weighted Loss,1,[1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],2,30,0.19539208710193634,0.1652158796787262,135.92517495155334
arbitrary weights,Weighted Loss,1,[1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],4,30,0.20262235403060913,0.1630043089389801,135.63504362106323
arbitrary weights,Weighted Loss,1,[1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],2,30,0.19527854025363922,0.16511167585849762,135.66216778755188
arbitrary weights,Weighted Loss,1,[1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],4,30,0.20235949754714966,0.16301526129245758,136.9282786846161
arbitrary weights,Weighted Loss,1,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],2,30,0.2554258108139038,0.2010338008403778,135.51794385910034
arbitrary weights,Weighted Loss,1,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],4,30,0.25544270873069763,0.20105193555355072,137.5482883453369
arbitrary weights,Weighted Loss,1,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],2,30,0.19431933760643005,0.1566089689731598,136.06014561653137
arbitrary weights,Weighted Loss,1,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],4,30,0.2046465277671814,0.15802204608917236,135.90396094322205
arbitrary weights,Weighted Loss,1,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],2,30,0.29996612668037415,0.2323611080646515,136.08220672607422
arbitrary weights,Weighted Loss,1,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],4,30,0.3003889322280884,0.2348589450120926,137.03367400169373
arbitrary weights,Weighted Loss,1,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],2,30,0.340404748916626,0.26832813024520874,136.3993809223175
arbitrary weights,Weighted Loss,1,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],4,30,0.34861329197883606,0.2656593322753906,136.33973383903503
arbitrary weights,Weighted Loss,1,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],2,30,0.22959411144256592,0.1983986794948578,135.73565316200256
arbitrary weights,Weighted Loss,1,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],4,30,0.19727815687656403,0.16620782017707825,137.5605869293213
arbitrary weights,Weighted Loss,1,[1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],2,30,0.19527539610862732,0.16510769724845886,136.17248582839966
arbitrary weights,Weighted Loss,1,[1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],4,30,0.20329728722572327,0.16316798329353333,136.27697014808655
arbitrary weights,Weighted Loss,1,[1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],2,30,0.19528460502624512,0.16511400043964386,136.05261325836182
arbitrary weights,Weighted Loss,1,[1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],4,30,0.19036106765270233,0.1525959074497223,136.51267385482788
arbitrary weights,Weighted Loss,1,[1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],2,30,0.20529106259346008,0.1718565970659256,135.60729551315308
arbitrary weights,Weighted Loss,1,[1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],4,30,0.2014097422361374,0.1649291068315506,136.84631848335266
arbitrary weights,Weighted Loss,1,[1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],2,30,0.19539287686347961,0.16521646082401276,135.74432110786438
arbitrary weights,Weighted Loss,1,[1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],4,30,0.18710464239120483,0.1589977890253067,137.15032029151917
arbitrary weights,Weighted Loss,1,[1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],2,30,0.19527986645698547,0.1651124209165573,136.72436475753784
arbitrary weights,Weighted Loss,1,[1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],4,30,0.1859123855829239,0.15730693936347961,136.47459197044373
arbitrary weights,Weighted Loss,1,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],2,30,0.2526908218860626,0.19813166558742523,135.6922504901886
arbitrary weights,Weighted Loss,1,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],4,30,0.25301629304885864,0.19448517262935638,137.1121597290039
arbitrary weights,Weighted Loss,1,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],2,30,0.2057601362466812,0.16626904904842377,135.57972836494446
arbitrary weights,Weighted Loss,1,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],4,30,0.1943206489086151,0.1566106677055359,136.35819745063782
arbitrary weights,Weighted Loss,1,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],2,30,0.3003925681114197,0.23486199975013733,136.4175090789795
arbitrary weights,Weighted Loss,1,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],4,30,0.29975488781929016,0.23216789960861206,136.2804570198059
arbitrary weights,Weighted Loss,1,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],2,30,0.3404069244861603,0.2683315873146057,135.8467676639557
arbitrary weights,Weighted Loss,1,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],4,30,0.3359101414680481,0.2627086937427521,136.03572034835815
arbitrary weights,Weighted Loss,1,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],2,30,0.19726911187171936,0.16619513928890228,135.4247601032257
