dataset,method,normal,lags,nof_filters,epoch,mse(train),mse(test),calculation_time
data2,STGCN,X,4,16,50,0.1770726442337036,0.1587180197238922,317.86063957214355
data2,STGCN,X,4,32,50,0.18827056884765625,0.1739961802959442,546.6403336524963
data2,STGCN,X,4,64,50,0.1838425248861313,0.1686435490846634,473.1512665748596
data2,STGCN,X,8,16,50,0.1922239512205124,0.16919922828674316,417.013635635376
data2,STGCN,X,8,32,50,0.1937631070613861,0.1774076670408249,422.14008235931396
data2,STGCN,X,8,64,50,0.20327426493167877,0.17651280760765076,432.6807518005371
data2,STGCN,X,12,16,50,0.19681669771671295,0.18195821344852448,421.99937319755554
data2,STGCN,X,12,32,50,0.20539048314094543,0.17820480465888977,432.07044529914856
data2,STGCN,X,12,64,50,0.23057037591934204,0.19863151013851166,443.613343000412
data2,STGCN,X,24,16,50,0.29459500312805176,0.246878981590271,399.5524015426636
data2,STGCN,X,24,32,50,0.2264808565378189,0.19202017784118652,400.9225580692291
data2,STGCN,X,24,64,50,0.2339010387659073,0.19819290935993195,412.99935698509216
data2,STGCN,X,4,16,50,0.18551580607891083,0.17113646864891052,401.22378492355347
data2,STGCN,X,4,32,50,0.1774892359972,0.1607571840286255,406.092707157135
data2,STGCN,X,4,64,50,0.180213063955307,0.16606350243091583,419.24957394599915
data2,STGCN,X,8,16,50,0.19979847967624664,0.17569154500961304,417.47003865242004
data2,STGCN,X,8,32,50,0.20616957545280457,0.18004289269447327,420.6925184726715
data2,STGCN,X,8,64,50,0.1934124082326889,0.17087924480438232,435.3766098022461
data2,STGCN,X,12,16,50,0.20698314905166626,0.17985683679580688,430.56696367263794
data2,STGCN,X,12,32,50,0.20023474097251892,0.17591743171215057,435.17251801490784
data2,STGCN,X,12,64,50,0.2025279849767685,0.1805693805217743,444.99168276786804
data2,STGCN,X,24,16,50,0.26235121488571167,0.21581381559371948,400.25851345062256
data2,STGCN,X,24,32,50,0.24060821533203125,0.2095966637134552,410.2120144367218
data2,STGCN,X,24,64,50,0.22718451917171478,0.19273583590984344,423.34357810020447
data2,STGCN,X,4,16,50,0.17964422702789307,0.1650412380695343,400.6613109111786
data2,STGCN,X,4,32,50,0.1875709742307663,0.1714334636926651,406.81467175483704
data2,STGCN,X,4,64,50,0.18672136962413788,0.16834093630313873,424.14761304855347
data2,STGCN,X,8,16,50,0.21989896893501282,0.1861901581287384,418.6644322872162
data2,STGCN,X,8,32,50,0.1954374462366104,0.17327935993671417,424.9308180809021
data2,STGCN,X,8,64,50,0.19568349421024323,0.17352032661437988,439.0272879600525
data2,STGCN,X,12,16,50,0.2003321349620819,0.18746723234653473,429.48663234710693
data2,STGCN,X,12,32,50,0.21102066338062286,0.18468883633613586,431.78248357772827
data2,STGCN,X,12,64,50,0.20113784074783325,0.174949049949646,444.839816570282
data2,STGCN,X,24,16,50,0.26983973383903503,0.21519438922405243,400.1142466068268
data2,STGCN,X,24,32,50,0.24468247592449188,0.20351065695285797,405.94560146331787
data2,STGCN,X,24,64,50,0.217084601521492,0.1912873089313507,421.5812108516693
data2,STGCN,X,4,16,50,0.18786151707172394,0.1712723672389984,406.0948522090912
data2,STGCN,X,4,32,50,0.18270650506019592,0.16890785098075867,406.4890432357788
data2,STGCN,X,4,64,50,0.18665684759616852,0.17149972915649414,417.15780663490295
data2,STGCN,X,8,16,50,0.20533066987991333,0.18067975342273712,416.0089180469513
data2,STGCN,X,8,32,50,0.19586753845214844,0.17191924154758453,420.7670612335205
data2,STGCN,X,8,64,50,0.2036295086145401,0.1783163696527481,433.0850977897644
data2,STGCN,X,12,16,50,0.19925032556056976,0.1731444001197815,426.6432795524597
data2,STGCN,X,12,32,50,0.1997741162776947,0.17740386724472046,433.9842355251312
data2,STGCN,X,12,64,50,0.19889765977859497,0.19115377962589264,445.7595703601837
data2,STGCN,X,24,16,50,0.2686558961868286,0.21925461292266846,401.7602570056915
data2,STGCN,X,24,32,50,0.26103827357292175,0.21604524552822113,404.30925965309143
data2,STGCN,X,24,64,50,0.239031121134758,0.20100721716880798,418.6502661705017
data2,STGCN,X,4,16,50,0.19316233694553375,0.17732056975364685,405.07517981529236
data2,STGCN,X,4,32,50,0.18350118398666382,0.16756823658943176,407.37088775634766
