dataset,method,normal,lags,nof_filters,epoch,mse(train),mse(test),calculation_time
data2,STGCN,X,8,32,50,0.19411921501159668,0.17404085397720337,312.3570683002472
data2,STGCN,X,8,64,50,0.20299898087978363,0.17874570190906525,321.25198554992676
data2,STGCN,X,12,16,50,0.19190308451652527,0.17303530871868134,314.44587206840515
data2,STGCN,X,12,32,50,0.19992825388908386,0.17622379958629608,316.8184289932251
data2,STGCN,X,12,64,50,0.20374806225299835,0.17409662902355194,327.5891213417053
data2,STGCN,X,24,16,50,0.25595101714134216,0.21529757976531982,294.34932470321655
data2,STGCN,X,24,32,50,0.23518861830234528,0.2007993757724762,298.8776948451996
data2,STGCN,X,24,64,50,0.2591751217842102,0.21465879678726196,308.2226052284241
data2,STGCN,X,4,16,50,0.18401232361793518,0.16594260931015015,298.15558671951294
data2,STGCN,X,4,32,50,0.19789914786815643,0.18505869805812836,302.04241943359375
data2,STGCN,X,4,64,50,0.1854528784751892,0.17047017812728882,310.6576030254364
data2,STGCN,X,8,16,50,0.19066528975963593,0.1725260466337204,306.77444672584534
data2,STGCN,X,8,32,50,0.1966332197189331,0.179453045129776,309.9986357688904
data2,STGCN,X,8,64,50,0.19605860114097595,0.17538438737392426,319.45784282684326
data2,STGCN,X,12,16,50,0.20227175951004028,0.17977572977542877,313.5877649784088
data2,STGCN,X,12,32,50,0.1968914121389389,0.17228209972381592,317.25062346458435
data2,STGCN,X,12,64,50,0.19665992259979248,0.17110909521579742,325.253781080246
data2,STGCN,X,24,16,50,0.23282387852668762,0.19634810090065002,294.2379734516144
data2,STGCN,X,24,32,50,0.28528669476509094,0.2268325388431549,298.0244309902191
data2,STGCN,X,24,64,50,0.26067373156547546,0.20819270610809326,308.52946376800537
data2,STGCN,X,4,16,50,0.17961399257183075,0.1602770984172821,297.4100708961487
data2,STGCN,X,4,32,50,0.19049622118473053,0.17787612974643707,300.1592698097229
data2,STGCN,X,4,64,50,0.18936972320079803,0.17040839791297913,313.83839201927185
data2,STGCN,X,8,16,50,0.20019400119781494,0.17483735084533691,311.5102345943451
data2,STGCN,X,8,32,50,0.19480940699577332,0.17274728417396545,312.7139685153961
data2,STGCN,X,8,64,50,0.20107345283031464,0.1778668463230133,324.4586067199707
data2,STGCN,X,12,16,50,0.200532928109169,0.17747610807418823,316.1959824562073
data2,STGCN,X,12,32,50,0.19525612890720367,0.17137224972248077,320.48084020614624
data2,STGCN,X,12,64,50,0.1990843415260315,0.19313175976276398,331.4475164413452
data2,STGCN,X,24,16,50,0.2581430673599243,0.2091052234172821,296.0406174659729
data2,STGCN,X,24,32,50,0.23894403874874115,0.19798988103866577,300.97182846069336
data2,STGCN,X,24,64,50,0.23483240604400635,0.1985272318124771,315.8292512893677
data2,STGCN,X,4,16,50,0.18590110540390015,0.17080268263816833,300.5413730144501
data2,STGCN,X,4,32,50,0.179996520280838,0.16201673448085785,304.79988384246826
data2,STGCN,X,4,64,50,0.1965869814157486,0.18055567145347595,313.0306990146637
data2,STGCN,X,8,16,50,0.1969842165708542,0.17162668704986572,309.7516486644745
data2,STGCN,X,8,32,50,0.2053873986005783,0.17810627818107605,313.58740305900574
data2,STGCN,X,8,64,50,0.19833804666996002,0.17610761523246765,321.62492418289185
data2,STGCN,X,12,16,50,0.18932706117630005,0.1616048663854599,315.91737961769104
data2,STGCN,X,12,32,50,0.2031899392604828,0.1763688176870346,317.4366693496704
data2,STGCN,X,12,64,50,0.20033793151378632,0.1737878918647766,329.7287576198578
data2,STGCN,X,24,16,50,0.30908629298210144,0.24584801495075226,299.3945710659027
data2,STGCN,X,24,32,50,0.22480237483978271,0.18749673664569855,304.6579923629761
data2,STGCN,X,24,64,50,0.262658953666687,0.21949535608291626,317.34272289276123
data2,STGCN,X,4,16,50,0.17978021502494812,0.16580872237682343,300.1063165664673
data2,STGCN,X,4,32,50,0.18328458070755005,0.1693423092365265,304.28688979148865
data2,STGCN,X,4,64,50,0.18565170466899872,0.17113332450389862,314.0754511356354
data2,STGCN,X,8,16,50,0.1928095519542694,0.16737747192382812,309.26429271698
data2,STGCN,X,8,32,50,0.19116267561912537,0.16985009610652924,312.9637141227722
data2,STGCN,X,8,64,50,0.19102613627910614,0.16568981111049652,319.34132146835327
data2,STGCN,X,12,16,50,0.20419736206531525,0.18250581622123718,312.8116135597229
data2,STGCN,X,12,32,50,0.20877069234848022,0.18114712834358215,315.6722638607025
data2,STGCN,X,12,64,50,0.19562439620494843,0.17299270629882812,324.08935546875
data2,STGCN,X,24,16,50,0.22004590928554535,0.18608857691287994,293.9692029953003
data2,STGCN,X,24,32,50,0.21325965225696564,0.1850561648607254,297.629930973053
data2,STGCN,X,24,64,50,0.29679539799690247,0.2252485305070877,308.7768347263336
