dataset,method,normal,lags,nof_filters,epoch,mse(train),mse(test),calculation_time
data2,STGCN,X,12,64,150,0.19923612475395203,0.17976559698581696,998.655960559845
data2,STGCN,X,24,16,150,0.2431482970714569,0.21143248677253723,890.9585845470428
data2,STGCN,X,24,32,150,0.25187164545059204,0.20653186738491058,907.504964351654
data2,STGCN,X,24,64,150,0.2517903447151184,0.2203768789768219,959.0713088512421
data2,STGCN,X,4,16,150,0.1868053674697876,0.17008309066295624,898.3044590950012
data2,STGCN,X,4,32,150,0.1836751103401184,0.16989772021770477,905.282101392746
data2,STGCN,X,4,64,150,0.18480028212070465,0.16808974742889404,942.3782269954681
data2,STGCN,X,8,16,150,0.19903047382831573,0.17107366025447845,927.3921871185303
data2,STGCN,X,8,32,150,0.19699788093566895,0.1747625768184662,940.7943851947784
data2,STGCN,X,8,64,150,0.2020132839679718,0.17997854948043823,974.0644202232361
data2,STGCN,X,12,16,150,0.2046736776828766,0.18093596398830414,948.2901244163513
data2,STGCN,X,12,32,150,0.18769653141498566,0.1700083613395691,958.9785244464874
data2,STGCN,X,12,64,150,0.188783660531044,0.16821017861366272,998.9720087051392
data2,STGCN,X,24,16,150,0.2644827365875244,0.20889121294021606,893.9389801025391
data2,STGCN,X,24,32,150,0.22772736847400665,0.18887272477149963,911.6973042488098
data2,STGCN,X,24,64,150,0.26419225335121155,0.2180267721414566,960.8248929977417
data2,STGCN,X,4,16,150,0.18023744225502014,0.16447746753692627,896.342381477356
data2,STGCN,X,4,32,150,0.18834687769412994,0.17123617231845856,908.3375296592712
data2,STGCN,X,4,64,150,0.18824096024036407,0.1722954362630844,939.738983631134
data2,STGCN,X,8,16,150,0.19852693378925323,0.1732316017150879,921.6964468955994
data2,STGCN,X,8,32,150,0.20064324140548706,0.17712226510047913,939.4217357635498
data2,STGCN,X,8,64,150,0.20211002230644226,0.17545367777347565,981.7137019634247
data2,STGCN,X,12,16,150,0.1936485916376114,0.1707194596529007,949.4090571403503
data2,STGCN,X,12,32,150,0.19275890290737152,0.17193499207496643,970.2255578041077
data2,STGCN,X,12,64,150,0.19332635402679443,0.1707909256219864,1021.6251077651978
data2,STGCN,X,24,16,150,0.2767883241176605,0.2512948513031006,906.4451534748077
data2,STGCN,X,24,32,150,0.2445574849843979,0.21116243302822113,914.8469171524048
data2,STGCN,X,24,64,150,0.2564396560192108,0.2105392962694168,958.8214411735535
data2,STGCN,X,4,16,150,0.19441239535808563,0.17792683839797974,893.3157703876495
data2,STGCN,X,4,32,150,0.18333187699317932,0.16640743613243103,906.6360530853271
data2,STGCN,X,4,64,150,0.19547145068645477,0.18048152327537537,940.3016541004181
data2,STGCN,X,8,16,150,0.18701201677322388,0.16898299753665924,925.1770370006561
data2,STGCN,X,8,32,150,0.19420179724693298,0.17093929648399353,935.8943254947662
data2,STGCN,X,8,64,150,0.19816480576992035,0.1764386147260666,972.6237115859985
data2,STGCN,X,12,16,150,0.1945832073688507,0.17485955357551575,946.4016008377075
data2,STGCN,X,12,32,150,0.20074401795864105,0.17514844238758087,958.1242635250092
data2,STGCN,X,12,64,150,0.20018446445465088,0.1797030121088028,1024.3612234592438
data2,STGCN,X,24,16,150,0.22360607981681824,0.19448615610599518,899.4802207946777
data2,STGCN,X,24,32,150,0.23450125753879547,0.20127448439598083,1546.9900469779968
data2,STGCN,X,24,64,150,0.23342546820640564,0.20836074650287628,1732.843028306961
data2,STGCN,X,4,16,150,0.18025322258472443,0.16401536762714386,1365.4338641166687
data2,STGCN,X,4,32,150,0.19901342689990997,0.18060298264026642,1235.187109708786
data2,STGCN,X,4,64,150,0.18234224617481232,0.16852834820747375,1278.9702801704407
data2,STGCN,X,8,16,150,0.19703267514705658,0.17492789030075073,1257.282176733017
data2,STGCN,X,8,32,150,0.20430627465248108,0.18131853640079498,1271.9749450683594
data2,STGCN,X,8,64,150,0.20525291562080383,0.18373116850852966,1326.6268196105957
data2,STGCN,X,12,16,150,0.19296671450138092,0.17391438782215118,1291.099446773529
data2,STGCN,X,12,32,150,0.19183503091335297,0.16833113133907318,1314.2834448814392
data2,STGCN,X,12,64,150,0.20214740931987762,0.17798790335655212,1358.0948054790497
data2,STGCN,X,24,16,150,0.249551922082901,0.2080264389514923,1206.8287451267242
data2,STGCN,X,24,32,150,0.2786080837249756,0.2323196530342102,1229.8103404045105
data2,STGCN,X,24,64,150,0.23409953713417053,0.1984984427690506,1291.8783490657806
data2,STGCN,X,4,16,150,0.17627425491809845,0.15829302370548248,1215.8287162780762
data2,STGCN,X,4,32,150,0.18183396756649017,0.16373740136623383,1230.4556856155396
data2,STGCN,X,4,64,150,0.1837875097990036,0.16938237845897675,1271.9055819511414
data2,STGCN,X,8,16,150,0.20225584506988525,0.17594937980175018,1263.7537789344788
data2,STGCN,X,8,32,150,0.19566605985164642,0.17625649273395538,1277.195460319519
data2,STGCN,X,8,64,150,0.19399316608905792,0.17247505486011505,1329.2837619781494
data2,STGCN,X,12,16,150,0.19603043794631958,0.17497295141220093,1291.4759476184845
data2,STGCN,X,12,32,150,0.19689461588859558,0.17324230074882507,1313.2758169174194
data2,STGCN,X,12,64,150,0.20090420544147491,0.1788262575864792,1341.4111218452454
data2,STGCN,X,24,16,150,0.20392125844955444,0.18148548901081085,1198.315013885498
data2,STGCN,X,24,32,150,0.21999524533748627,0.1933131217956543,1218.2243275642395
data2,STGCN,X,24,64,150,0.20787277817726135,0.18308472633361816,1285.6926476955414
data2,STGCN,X,4,16,150,0.19107283651828766,0.17386659979820251,1211.0091300010681
data2,STGCN,X,4,32,150,0.18294940888881683,0.16506923735141754,1224.1303825378418
data2,STGCN,X,4,64,150,0.18736383318901062,0.17298710346221924,1474.4608852863312
data2,STGCN,X,8,16,150,0.20336337387561798,0.17554360628128052,1678.2303802967072
data2,STGCN,X,8,32,150,0.19537682831287384,0.17197884619235992,1718.022033214569
data2,STGCN,X,8,64,150,0.19528645277023315,0.17421077191829681,1772.9608504772186
data2,STGCN,X,12,16,150,0.21091367304325104,0.18478699028491974,1336.9114091396332
data2,STGCN,X,12,32,150,0.20139116048812866,0.17766177654266357,1306.0565054416656
data2,STGCN,X,12,64,150,0.18837450444698334,0.16518571972846985,1348.935958623886
data2,STGCN,X,24,16,150,0.22532254457473755,0.19504523277282715,1199.3285512924194
data2,STGCN,X,24,32,150,0.2179546058177948,0.1942228078842163,1223.0212709903717
data2,STGCN,X,24,64,150,0.22799506783485413,0.20670191943645477,1302.931911945343
