dataset,method,lags,nof_filters,epoch,mse(train),mse(test),calculation_time
data2,EPT-STGCN,4,32,50,0.20705750584602356,0.19231800734996796,405.4068794250488
data2,EPT-STGCN,4,32,50,0.18315134942531586,0.16652549803256989,406.35809779167175
data2,EPT-STGCN,4,32,50,0.18772731721401215,0.17096415162086487,405.92099046707153
data2,EPT-STGCN,4,32,50,0.1834930181503296,0.16533268988132477,405.77133107185364
data2,EPT-STGCN,4,32,50,0.18378762900829315,0.16330382227897644,406.80100989341736
data2,EPT-STGCN,4,32,50,0.1844632923603058,0.16621547937393188,404.5263569355011
data2,EPT-STGCN,4,32,50,0.18455655872821808,0.1688048243522644,404.5311851501465
data2,EPT-STGCN,4,32,50,0.18258896470069885,0.16411980986595154,403.6792013645172
data2,EPT-STGCN,4,32,50,0.18965038657188416,0.16872179508209229,404.69947123527527
data2,EPT-STGCN,4,32,50,0.18175140023231506,0.16162754595279694,404.8207468986511
data2,EPT-STGCN,4,32,50,0.19370236992835999,0.1746978759765625,404.7476680278778
data2,EPT-STGCN,4,32,50,0.18605569005012512,0.16920755803585052,405.3905038833618
data2,EPT-STGCN,4,32,50,0.18344904482364655,0.16465196013450623,418.454220533371
data2,EPT-STGCN,4,32,50,0.1818287968635559,0.16445626318454742,431.5286536216736
data2,EPT-STGCN,4,32,50,0.18121257424354553,0.16217273473739624,407.84405183792114
data2,EPT-STGCN,4,32,50,0.18580122292041779,0.16375410556793213,411.9682512283325
data2,EPT-STGCN,4,32,50,0.18067382276058197,0.16222558915615082,409.1803960800171
data2,EPT-STGCN,4,32,50,0.18332748115062714,0.16531378030776978,410.4450058937073
data2,EPT-STGCN,4,32,50,0.18863330781459808,0.17153432965278625,410.336945772171
data2,EPT-STGCN,4,32,50,0.18365098536014557,0.16294720768928528,407.5367920398712
data2,EPT-STGCN,4,32,50,0.1813141405582428,0.16315004229545593,407.5300302505493
data2,EPT-STGCN,4,32,50,0.18953628838062286,0.1730273962020874,407.3609211444855
data2,EPT-STGCN,4,32,50,0.1941884160041809,0.18087872862815857,407.0314495563507
data2,EPT-STGCN,4,32,50,0.1919502466917038,0.1737947165966034,406.13776445388794
data2,EPT-STGCN,4,32,50,0.20177684724330902,0.18314336240291595,409.34401535987854
data2,EPT-STGCN,4,32,50,0.18809136748313904,0.17083640396595,408.6177215576172
data2,EPT-STGCN,4,32,50,0.18450751900672913,0.1632186472415924,407.7108964920044
data2,EPT-STGCN,4,32,50,0.18726862967014313,0.17039547860622406,408.1188266277313
data2,EPT-STGCN,4,32,50,0.18412140011787415,0.16320858895778656,407.10355496406555
data2,EPT-STGCN,4,32,50,0.19584500789642334,0.17551566660404205,373.8469440937042
